game_name,critic_score,user_score,publisher,release_date,num_of_critics,num_of_users,origin,platform,AAA
Star Wars: Knights of the Old Republic II - The Sith Lords,85.0,84.0,LucasArts,2005,31.0,696.0,MetaCritic,PC,0
Star Wars: Knights of the Old Republic II: The Sith Lords,85.82,,LucasArts,2004,72.0,,GameRankings,XBOX,0
Star Wars: Lethal Alliance,64.18,,Ubisoft,2006,30.0,,GameRankings,PSP,1
Star Wars: Obi-Wan,59.78,,Activision,2001,43.0,,GameRankings,XBOX,1
Star Wars: Racer Revenge,75.62,,LucasArts,2002,47.0,,GameRankings,PS2,0
Star Wars: Republic Commando,79.11,,LucasArts,2005,36.0,,GameRankings,PC,0
Star Wars: Republic Commando,80.35,,LucasArts,2005,57.0,,GameRankings,XBOX,0
Star Wars: Republic Commando,78.0,86.0,LucasArts,2005,34.0,309.0,MetaCritic,PC,0
Star Wars: Rogue Squadron 3D,79.61,,LucasArts,1998,22.0,,GameRankings,PC,0
Star Wars: Starfighter,71.55,,LucasArts,2002,20.0,,GameRankings,PC,0
Star Wars: Starfighter,71.0,64.0,LucasArts,2002,16.0,14.0,MetaCritic,PC,0
Star Wars: Starfighter,86.01,,Activision,2001,58.0,,GameRankings,PS2,1
Star Wars: Super Bombad Racing,61.62,,LucasArts,2001,33.0,,GameRankings,PS2,0
Star Wars: The Clone Wars,70.46,,LucasArts,2002,38.0,,GameRankings,PS2,0
Star Wars: The Clone Wars,74.74,,Activision,2003,38.0,,GameRankings,XBOX,1
Star Wars: The Clone Wars,75.33,,Activision,2002,50.0,,GameRankings,GC,1
Star Wars: The Force Unleashed,71.0,66.0,LucasArts,2008,47.0,246.0,MetaCritic,PS3,0
Star Wars: The Force Unleashed,73.0,67.0,LucasArts,2008,74.0,412.0,MetaCritic,X360,0
Star Wars: The Force Unleashed,71.81,,LucasArts,2008,37.0,,GameRankings,PS3,0
Star Wars: The Force Unleashed,73.34,,LucasArts,2008,68.0,,GameRankings,X360,0
Star Wars: The Force Unleashed - Ultimate Sith Edition,65.0,60.0,Aspyr,2009,17.0,190.0,MetaCritic,PC,0
Star Wars: The Force Unleashed II,63.0,68.0,LucasArts,2010,41.0,126.0,MetaCritic,PS3,0
Star Wars: The Force Unleashed II,59.0,59.0,LucasArts,2010,14.0,174.0,MetaCritic,PC,0
Star Wars: The Force Unleashed II,64.5,,LucasArts,2010,25.0,,GameRankings,PS3,0
Star Wars: The Force Unleashed II,61.0,58.0,LucasArts,2010,59.0,198.0,MetaCritic,X360,0
Star Wars: The Force Unleashed II,62.92,,LucasArts,2010,39.0,,GameRankings,X360,0
Star Wars: The Old Republic,85.0,59.0,Electronic Arts,2011,73.0,2685.0,MetaCritic,PC,1
Star Wars: The Old Republic,83.87,,Electronic Arts,2011,46.0,,GameRankings,PC,1
Star Wars: The Old Republic - Rise of the Hutt Cartel,71.0,70.0,Electronic Arts,2013,4.0,48.0,MetaCritic,PC,1
StarCraft II: Nova Covert Ops - Mission Pack 1,73.0,71.0,Activision,2016,14.0,48.0,MetaCritic,PC,1
StarDrive,61.0,68.0,Iceberg Interactive,2013,26.0,384.0,MetaCritic,PC,0
StarDrive 2,70.0,54.0,Iceberg Interactive,2015,17.0,103.0,MetaCritic,PC,0
StarDrone,64.0,50.0,Beatshapers,2011,15.0,5.0,MetaCritic,PS3,0
StarLancer,78.0,78.0,Microsoft,2000,18.0,20.0,MetaCritic,PC,1
StarLancer,76.76,,Crave,2000,26.0,,GameRankings,DC,0
StarLancer,82.9,,Microsoft,2000,30.0,,GameRankings,PC,1
Starblood Arena,68.0,76.0,Sony,2017,23.0,32.0,MetaCritic,PS4,1
Starbound,81.0,72.0,Chucklefish,2016,21.0,365.0,MetaCritic,PC,0
Starcraft,88.0,91.0,Activision,1998,15.0,891.0,MetaCritic,PC,1
Starcraft II: Heart of the Swarm,86.39,,Activision,2013,40.0,,GameRankings,PC,1
Starcraft II: Heart of the Swarm,86.0,79.0,Activision,2013,68.0,1385.0,MetaCritic,PC,1
Starcraft II: Legacy of the Void,87.49,,Activision,2015,34.0,,GameRankings,PC,1
Starcraft II: Legacy of the Void,88.0,83.0,Activision,2015,62.0,886.0,MetaCritic,PC,1
Starcraft II: Wings of Liberty,92.44,,Activision,2010,55.0,,GameRankings,PC,1
Starcraft II: Wings of Liberty,93.0,82.0,Activision,2010,82.0,3166.0,MetaCritic,PC,1
Starcraft Remastered,85.0,77.0,Activision,2017,30.0,76.0,MetaCritic,PC,1
Stardew Valley,89.53,,Chucklefish,2016,20.0,,GameRankings,PC,0
Stardew Valley,89.0,77.0,Chucklefish,2016,10.0,79.0,MetaCritic,X1,0
Stardew Valley,86.0,78.0,Chucklefish,2016,11.0,136.0,MetaCritic,PS4,0
Stardew Valley,89.0,86.0,Chucklefish,2016,30.0,670.0,MetaCritic,PC,0
Stardust Galaxy Warriors: Stellar Climax,85.0,77.0,Dreamloop Games,2016,5.0,15.0,MetaCritic,X1,0
Stardust Vanguards,63.0,40.0,Zanrai Interactive,2016,4.0,4.0,MetaCritic,PS4,0
Starfleet Command Volume II: Empires at War,75.82,,Interplay,2000,25.0,,GameRankings,PC,0
Starfleet Command Volume II: Empires at War,77.0,80.0,Interplay,2000,16.0,5.0,MetaCritic,PC,0
Starhawk,77.0,78.0,SCEA,2012,71.0,190.0,MetaCritic,PS3,0
Starhawk,78.69,,SCEA,2012,52.0,,GameRankings,PS3,0
Starpoint Gemini,46.0,84.0,Little Green Men,2010,9.0,56.0,MetaCritic,PC,0
Starpoint Gemini 2,70.0,84.0,Iceberg Interactive,2013,19.0,145.0,MetaCritic,PC,0
Starpoint Gemini 2,71.0,78.0,Little Green Men,2015,12.0,18.0,MetaCritic,X1,0
Starpoint Gemini Warlords,73.0,75.0,Iceberg Interactive,2017,10.0,18.0,MetaCritic,PC,0
Stars in Shadow,75.0,78.0,Iceberg Interactive,2017,9.0,13.0,MetaCritic,PC,0
Starseed Pilgrim,83.0,61.0,Droqen,2013,12.0,36.0,MetaCritic,PC,0
Starshatter,71.0,87.0,Matrix Games,2004,8.0,11.0,MetaCritic,PC,0
Starship Troopers,46.0,60.0,Empire Interactive,2005,18.0,32.0,MetaCritic,PC,0
Starship Troopers: Terran Ascendancy,68.0,82.0,MicroProse,2000,19.0,43.0,MetaCritic,PC,0
Starship Troopers: Terran Ascendancy,66.35,,MicroProse,2000,24.0,,GameRankings,PC,0
Starsiege Tribes,84.77,,Sierra Entertainment,1998,22.0,,GameRankings,PC,0
Starsky & Hutch,64.67,,Empire Interactive,2003,28.0,,GameRankings,PS2,0
Starsky & Hutch,63.19,,Empire Interactive,2003,31.0,,GameRankings,XBOX,0
Starsky & Hutch,56.0,72.0,Gotham Games,2003,11.0,13.0,MetaCritic,PC,0
Start the Party!,55.0,51.0,SCEA,2010,47.0,18.0,MetaCritic,PS3,0
Start the Party!,62.83,,SCEA,2010,29.0,,GameRankings,PS3,0
Startopia,84.54,,Eidos Interactive,2001,28.0,,GameRankings,PC,0
Startopia,86.0,87.0,Eidos Interactive,2001,14.0,59.0,MetaCritic,PC,0
Starvoid,60.0,60.0,Paradox Interactive,2012,6.0,12.0,MetaCritic,PC,0
Starwhal,78.0,61.0,Breakfall,2015,6.0,24.0,MetaCritic,PS4,0
Stasis,79.0,76.0,THE BROTHERHOOD,2015,31.0,113.0,MetaCritic,PC,0
State of Decay,76.94,,Microsoft,2013,35.0,,GameRankings,X360,1
State of Decay,79.0,69.0,Microsoft,2013,9.0,545.0,MetaCritic,PC,1
State of Decay,78.0,72.0,Microsoft,2013,52.0,612.0,MetaCritic,X360,1
State of Decay: Breakdown,71.0,55.0,Microsoft,2013,4.0,13.0,MetaCritic,X360,1
State of Decay: Lifeline,74.0,43.0,Microsoft,2014,5.0,18.0,MetaCritic,X360,1
State of Decay: Lifeline,71.0,42.0,Microsoft,2014,4.0,30.0,MetaCritic,PC,1
State of Decay: Year One Survival Edition,74.66,,Microsoft,2015,32.0,,GameRankings,XONE,1
State of Decay: Year One Survival Edition,72.0,71.0,Microsoft,2015,47.0,130.0,MetaCritic,X1,1
State of Emergency,64.54,,Rockstar Games,2003,37.0,,GameRankings,XBOX,0
State of Emergency,70.44,,Rockstar Games,2002,55.0,,GameRankings,PS2,0
State of Emergency,65.0,69.0,Global Star Software,2003,6.0,8.0,MetaCritic,PC,0
State of Emergency 2,47.85,,SouthPeak Games,2006,42.0,,GameRankings,PS2,0
Statik,84.0,74.0,Tarsier Studios,2017,18.0,30.0,MetaCritic,PS4,0
Stealth Bastard Deluxe,80.0,82.0,Curve Studios,2012,10.0,64.0,MetaCritic,PC,0
Stealth Inc 2: A Game of Clones,77.0,62.0,Curve Digital,2015,9.0,9.0,MetaCritic,PC,0
Stealth Inc 2: A Game of Clones,82.0,69.0,Curve Digital,2015,7.0,10.0,MetaCritic,X1,0
Stealth Inc 2: A Game of Clones,74.0,68.0,Curve Digital,2015,12.0,26.0,MetaCritic,PS4,0
Stealth Inc: A Clone in the Dark,80.0,80.0,Curve Studios,2013,17.0,38.0,MetaCritic,PS3,0
SteamWorld Dig,83.05,,Image & Form,2013,20.0,,GameRankings,3DS,0
SteamWorld Dig,76.0,72.0,Image & Form,2013,12.0,103.0,MetaCritic,PC,0
SteamWorld Dig,83.0,78.0,Image & Form,2015,8.0,16.0,MetaCritic,X1,0
SteamWorld Dig,82.0,74.0,Image & Form,2014,18.0,172.0,MetaCritic,PS4,0
SteamWorld Dig 2,85.0,83.0,Image & Form,2017,14.0,30.0,MetaCritic,PC,0
SteamWorld Dig 2,85.0,73.0,Image & Form,2017,5.0,28.0,MetaCritic,PS4,0
SteamWorld Heist,83.0,74.0,Image & Form,2016,9.0,34.0,MetaCritic,PS4,0
SteamWorld Heist,86.74,,Image & Form,2015,34.0,,GameRankings,3DS,0
SteamWorld Heist,81.0,81.0,Image & Form,2016,8.0,54.0,MetaCritic,PC,0
Steambot Chronicles,74.72,,Irem,2006,47.0,,GameRankings,PS2,0
Steel Battalion,83.31,,Microsoft,2002,26.0,,GameRankings,XBOX,1
Steel Battalion: Heavy Armor,40.95,,Capcom,2012,43.0,,GameRankings,X360,0
Steel Battalion: Heavy Armor,38.0,25.0,Capcom,2012,58.0,91.0,MetaCritic,X360,0
Steel Beasts,87.58,,Shrapnel Games,2000,20.0,,GameRankings,PC,0
Steel Beasts,86.0,84.0,Shrapnel Games,2000,13.0,18.0,MetaCritic,PC,0
Steel Diver,61.75,,Nintendo,2011,36.0,,GameRankings,3DS,1
Steel Division: Normandy 44,83.0,78.0,Paradox Interactive,2017,24.0,46.0,MetaCritic,PC,0
Steel Soldiers,72.64,,EON Digital Entertainment,2001,21.0,,GameRankings,PC,0
Steel Storm: Burning Retribution,55.0,49.0,Creative Artel,2011,4.0,78.0,MetaCritic,PC,0
Steep,71.0,66.0,Ubisoft,2016,62.0,193.0,MetaCritic,PS4,1
Steep,69.82,,Ubisoft,2016,34.0,,GameRankings,PS4,1
Steep,72.0,70.0,Ubisoft,2016,16.0,119.0,MetaCritic,PC,1
Steep,72.0,66.0,Ubisoft,2016,18.0,55.0,MetaCritic,X1,1
Steep: Road to the Olympics,70.0,65.0,Ubisoft,2017,21.0,8.0,MetaCritic,PS4,1
Steins;Gate,83.0,88.0,5pb,2015,8.0,59.0,MetaCritic,PS3,0
Steins;Gate,87.0,89.0,Jast,2014,9.0,209.0,MetaCritic,PC,0
Steins;Gate 0,81.0,81.0,PQube,2016,20.0,71.0,MetaCritic,PS4,0
Stella Deus: The Gate of Eternity,74.5,,Atlus,2005,44.0,,GameRankings,PS2,0
Stella Glow,78.78,,Sega,2015,23.0,,GameRankings,3DS,0
Stellar Impact,74.0,71.0,Tindalos Interactive,2011,5.0,38.0,MetaCritic,PC,0
Stellaris,78.0,80.0,Paradox Interactive,2016,57.0,666.0,MetaCritic,PC,0
Stellaris,77.3,,Ikaron,2016,28.0,,GameRankings,PC,0
Stellaris - Utopia,82.0,82.0,Paradox Interactive,2017,10.0,26.0,MetaCritic,PC,0
Stellaris: Apocalypse,74.0,64.0,Paradox Interactive,2018,8.0,14.0,MetaCritic,PC,0
Stellaris: Synthetic Dawn,83.0,75.0,Paradox Interactive,2017,4.0,13.0,MetaCritic,PC,0
Stephen's Sausage Roll,90.0,56.0,increpare,2016,9.0,79.0,MetaCritic,PC,0
Steredenn,79.0,69.0,Plug In Digital,2016,7.0,8.0,MetaCritic,X1,0
Steven Universe: Save the Light,54.0,70.0,Grumpyface Studios,2017,6.0,12.0,MetaCritic,PS4,0
Stick it to the Man!,75.0,67.0,Ripstone,2014,12.0,232.0,MetaCritic,PS4,0
Stick it to the Man!,79.0,72.0,Ripstone,2013,7.0,61.0,MetaCritic,PC,0
Stick it to the Man!,79.0,76.0,Ripstone,2013,17.0,63.0,MetaCritic,PS3,0
Stick it to the Man!,76.0,72.0,Ripstone,2014,6.0,13.0,MetaCritic,X1,0
Stikbold! A Dodgeball Adventure,72.0,86.0,Reign Bros,2016,5.0,5.0,MetaCritic,X1,0
Stikbold! A Dodgeball Adventure,75.0,71.0,Reign Bros,2016,15.0,14.0,MetaCritic,PS4,0
Still Life,75.77,,The Adventure Company,2005,35.0,,GameRankings,PC,0
Still Life,75.0,78.0,The Adventure Company,2005,27.0,91.0,MetaCritic,PC,0
Still Life,68.68,,The Adventure Company,2005,31.0,,GameRankings,XBOX,0
Still Life 2,67.0,56.0,"Encore Software, Inc.",2009,15.0,55.0,MetaCritic,PC,0
Stoked,69.76,,Destineer,2009,27.0,,GameRankings,X360,0
Stoked,68.0,86.0,Destineer,2009,34.0,19.0,MetaCritic,X360,0
Stoked: Big Air Edition,72.0,77.0,Destineer,2009,21.0,16.0,MetaCritic,X360,0
Stolen,56.43,,Hip Games,2005,21.0,,GameRankings,PS2,0
Stolen,54.42,,Hip Games,2005,24.0,,GameRankings,XBOX,0
Stolen,48.0,69.0,Hip Games,2005,10.0,14.0,MetaCritic,PC,0
Stories Untold,81.0,65.0,Devolver Digital,2017,21.0,31.0,MetaCritic,PC,0
Stories of Bethem: Full Moon,75.0,63.0,GuGames DEV,2016,5.0,4.0,MetaCritic,X1,0
Stories: The Path of Destinies,73.0,74.0,Spearhead Games,2016,41.0,110.0,MetaCritic,PS4,0
Stories: The Path of Destinies,74.0,69.0,Spearhead Games,2016,8.0,40.0,MetaCritic,PC,0
Stories: The Path of Destinies,75.71,,Spearhead Games,2016,33.0,,GameRankings,PS4,0
Storm,63.0,70.0,Neko Entertainment,2013,5.0,8.0,MetaCritic,PC,0
Storm,64.0,29.0,Bandi Namco,2013,16.0,8.0,MetaCritic,X360,1
Storm: Frontline Nation,60.0,72.0,Viva Media,2011,12.0,13.0,MetaCritic,PC,0
Stormrise,47.17,,Sega,2009,24.0,,GameRankings,X360,0
Stormrise,50.46,,Sega,2009,24.0,,GameRankings,PS3,0
Stormrise,51.0,53.0,Sega,2009,28.0,20.0,MetaCritic,PS3,0
Stormrise,48.0,66.0,Sega,2009,36.0,18.0,MetaCritic,X360,0
Stormrise,42.0,47.0,Sega,2009,15.0,23.0,MetaCritic,PC,0
Story of Seasons,75.69,,Marvelous AQL,2015,26.0,,GameRankings,3DS,0
Story of Seasons: Trio of Towns,75.28,,Marvelous Inc.,2017,25.0,,GameRankings,3DS,0
Strange Adventures in Infinite Space,77.0,83.0,Cheapass Games,2002,6.0,4.0,MetaCritic,PC,0
Stranger,42.0,45.0,cdv Software,2008,8.0,10.0,MetaCritic,PC,0
Stranger of Sword City,70.0,76.0,Experience Inc.,2016,12.0,19.0,MetaCritic,X1,0
Stranger of Sword City,73.62,,NIS America,2016,21.0,,GameRankings,VITA,0
Stranglehold,77.0,76.0,Midway,2007,59.0,94.0,MetaCritic,X360,0
Stranglehold,77.0,74.0,Midway,2007,15.0,80.0,MetaCritic,PC,0
Stranglehold,77.05,,Midway,2007,22.0,,GameRankings,PS3,0
Stranglehold,78.17,,Midway,2007,70.0,,GameRankings,X360,0
Stranglehold,77.0,79.0,Midway,2007,22.0,50.0,MetaCritic,PS3,0
Strategic Command 2 Blitzkrieg,64.0,77.0,Battlefront.com,2006,5.0,6.0,MetaCritic,PC,0
Strategic Command: European Theater,70.0,77.0,Battlefront.com,2002,8.0,9.0,MetaCritic,PC,0
Street Fighter Alpha 3,86.48,,Capcom,2000,24.0,,GameRankings,DC,0
Street Fighter Alpha 3,83.59,,Capcom,2002,22.0,,GameRankings,GBA,0
Street Fighter Alpha 3 MAX,80.76,,Capcom,2006,37.0,,GameRankings,PSP,0
Street Fighter Alpha Anthology,80.73,,Capcom,2006,55.0,,GameRankings,PS2,0
Street Fighter Anniversary Collection,79.29,,Capcom,2004,38.0,,GameRankings,PS2,0
Street Fighter Anniversary Collection,78.31,,Capcom,2005,39.0,,GameRankings,XBOX,0
Street Fighter EX2 Plus,73.04,,Virgin Interactive,1999,23.0,,GameRankings,PS,0
Street Fighter EX3,68.72,,Capcom,2000,29.0,,GameRankings,PS2,0
Street Fighter II' Hyper Fighting,76.0,67.0,Capcom,2006,33.0,22.0,MetaCritic,X360,0
Street Fighter II' Hyper Fighting,73.37,,Capcom,2006,30.0,,GameRankings,X360,0
Street Fighter III: Double Impact,79.7,,Virgin Interactive,2000,20.0,,GameRankings,DC,0
Street Fighter III: Third Strike Online Edition,86.0,71.0,Capcom,2011,41.0,49.0,MetaCritic,X360,0
Street Fighter III: Third Strike Online Edition,86.05,,Capcom,2011,37.0,,GameRankings,X360,0
Street Fighter III: Third Strike Online Edition,86.0,72.0,Capcom,2011,27.0,69.0,MetaCritic,PS3,0
Street Fighter III: Third Strike Online Edition,84.79,,Capcom,2011,24.0,,GameRankings,PS3,0
Street Fighter IV,93.23,,Capcom,2009,64.0,,GameRankings,X360,0
Street Fighter IV,94.0,73.0,Capcom,2009,61.0,351.0,MetaCritic,PS3,0
Street Fighter IV,93.0,73.0,Capcom,2009,77.0,303.0,MetaCritic,X360,0
Street Fighter IV,91.0,79.0,Capcom,2009,23.0,367.0,MetaCritic,PC,0
Street Fighter IV,93.64,,Capcom,2009,49.0,,GameRankings,PS3,0
Street Fighter V,74.0,30.0,Capcom,2016,33.0,479.0,MetaCritic,PC,0
Street Fighter V,77.4,,Capcom,2016,59.0,,GameRankings,PS4,0
Street Fighter V,77.0,36.0,Capcom,2016,80.0,1290.0,MetaCritic,PS4,0
Street Fighter V: Arcade Edition,86.67,,Capcom,2018,21.0,,GameRankings,PS4,0
Street Fighter V: Arcade Edition,87.0,73.0,Capcom,2018,36.0,189.0,MetaCritic,PS4,0
Street Fighter X Mega Man,71.0,81.0,Capcom,2012,11.0,50.0,MetaCritic,PC,0
Street Fighter X Tekken,83.0,44.0,Capcom,2012,45.0,176.0,MetaCritic,X360,0
Street Fighter X Tekken,84.0,54.0,Capcom,2012,51.0,194.0,MetaCritic,PS3,0
Street Fighter X Tekken,83.48,,Capcom,2012,41.0,,GameRankings,X360,0
Street Fighter X Tekken,79.0,64.0,Capcom,2012,8.0,137.0,MetaCritic,PC,0
Street Fighter X Tekken,83.02,,Capcom,2012,31.0,,GameRankings,PS3,0
Street Hoops,60.34,,Activision,2002,36.0,,GameRankings,XBOX,1
Street Hoops,64.29,,Activision,2002,36.0,,GameRankings,PS2,1
Street Racing Syndicate,67.99,,Bandi Namco,2004,33.0,,GameRankings,GC,1
Street Racing Syndicate,65.97,,Bandi Namco,2004,52.0,,GameRankings,PS2,1
Street Racing Syndicate,67.45,,Bandi Namco,2004,44.0,,GameRankings,XBOX,1
Street Supremacy,44.06,,Genki,2006,32.0,,GameRankings,PSP,0
Street Trace: NYC,44.0,66.0,Gaia Industries,2007,13.0,5.0,MetaCritic,X360,0
Streets of Rage 2,76.0,86.0,Sega,2007,12.0,21.0,MetaCritic,X360,0
Strength of the Sword 3,67.0,81.0,Ivent Games,2013,15.0,7.0,MetaCritic,PS3,0
Strider,77.0,71.0,Capcom,2014,38.0,251.0,MetaCritic,PS4,0
Strider,70.0,72.0,Capcom,2014,8.0,36.0,MetaCritic,PS3,0
Strider,76.0,75.0,Capcom,2014,10.0,48.0,MetaCritic,X360,0
Strider,76.0,70.0,Capcom,2014,26.0,92.0,MetaCritic,X1,0
Strider,78.0,75.0,Capcom,2014,10.0,102.0,MetaCritic,PC,0
Strider,76.84,,Capcom,2014,34.0,,GameRankings,PS4,0
Strider 2,75.44,,Capcom,2000,21.0,,GameRankings,PS,0
Strike Fighters: Project 1,65.0,77.0,Strategy First,2002,8.0,10.0,MetaCritic,PC,0
Strike Suit Infinity,66.0,70.0,Born Ready Games,2013,11.0,32.0,MetaCritic,PC,0
Strike Suit Zero,67.24,,Born Ready Games,2013,25.0,,GameRankings,PC,0
Strike Suit Zero,66.0,73.0,Born Ready Games,2013,40.0,161.0,MetaCritic,PC,0
Strike Suit Zero: Director's Cut,67.0,56.0,Born Ready Games,2014,17.0,56.0,MetaCritic,X1,0
Strike Suit Zero: Director's Cut,68.0,64.0,Born Ready Games,2014,27.0,60.0,MetaCritic,PS4,0
Strike Vector,73.0,80.0,Ragequit Corporation,2014,22.0,49.0,MetaCritic,PC,0
Strike Vector EX,75.0,71.0,Strike Vector Team,2016,12.0,17.0,MetaCritic,PS4,0
Strikers Edge,67.0,52.0,Fun Punch Games,2018,14.0,5.0,MetaCritic,PS4,0
Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner,76.76,,Telltale Games,2008,25.0,,GameRankings,WII,0
Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner,73.33,,Telltale Games,2008,33.0,,GameRankings,PC,0
Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner,73.0,80.0,Telltale Games,2008,29.0,15.0,MetaCritic,PC,0
Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,80.46,,Telltale Games,2008,26.0,,GameRankings,PC,0
Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,81.0,82.0,Telltale Games,2008,22.0,13.0,MetaCritic,PC,0
Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands,79.64,,Telltale Games,2008,22.0,,GameRankings,PC,0
Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands,79.0,81.0,Telltale Games,2008,18.0,8.0,MetaCritic,PC,0
Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective,82.68,,Telltale Games,2008,22.0,,GameRankings,PC,0
Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective,81.0,85.0,Telltale Games,2008,18.0,11.0,MetaCritic,PC,0
Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough,83.86,,Telltale Games,2008,21.0,,GameRankings,PC,0
Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough,82.0,75.0,Telltale Games,2008,18.0,26.0,MetaCritic,PC,0
Stronghold,79.08,,Gathering,2001,26.0,,GameRankings,PC,0
Stronghold,81.0,89.0,Gathering,2001,19.0,248.0,MetaCritic,PC,0
Stronghold 2,65.49,,2K Games,2005,38.0,,GameRankings,PC,0
Stronghold 2,63.0,57.0,2K Games,2005,33.0,162.0,MetaCritic,PC,0
Stronghold 3,47.0,29.0,SouthPeak Games,2011,29.0,346.0,MetaCritic,PC,0
Stronghold Kingdoms,75.0,49.0,FireFly Studios,2012,4.0,90.0,MetaCritic,PC,0
Stronghold Legends,57.0,72.0,2K Games,2006,19.0,45.0,MetaCritic,PC,0
Stronghold: Crusader,78.0,88.0,Gathering,2002,14.0,268.0,MetaCritic,PC,0
Stronghold: Crusader Extreme,45.0,69.0,Gamecock Media Group,2008,11.0,52.0,MetaCritic,PC,0
Stronghold: Crusader II,65.0,61.0,FireFly Studios,2014,30.0,208.0,MetaCritic,PC,0
Stubbs the Zombie in Rebel Without a Pulse,72.0,77.0,Aspyr,2005,17.0,80.0,MetaCritic,PC,0
Stubbs the Zombie in Rebel Without a Pulse,75.9,,Aspyr,2005,61.0,,GameRankings,XBOX,0
Stunt GP,53.28,,Titus Software,2001,20.0,,GameRankings,PS2,0
Stuntman,73.79,,Infogrames,2002,64.0,,GameRankings,PS2,0
Stuntman Ignition,75.0,73.0,THQ,2007,38.0,32.0,MetaCritic,X360,0
Stuntman Ignition,74.41,,THQ,2007,42.0,,GameRankings,X360,0
Stuntman Ignition,76.0,62.0,THQ,2007,18.0,12.0,MetaCritic,PS3,0
Stupid Invaders,65.0,70.0,Ubisoft,2001,23.0,9.0,MetaCritic,PC,1
Stupid Invaders,68.46,,Ubisoft,2001,25.0,,GameRankings,PC,1
Styx: Master of Shadows,71.0,73.0,Focus Home Interactive,2014,31.0,287.0,MetaCritic,PC,0
Styx: Master of Shadows,70.0,64.0,Focus Home Interactive,2014,9.0,121.0,MetaCritic,PS4,0
Styx: Master of Shadows,69.0,73.0,Focus Home Interactive,2014,8.0,33.0,MetaCritic,X1,0
Styx: Shards of Darkness,72.0,73.0,Focus Home Interactive,2017,31.0,46.0,MetaCritic,PS4,0
Styx: Shards of Darkness,72.0,75.0,Focus Home Interactive,2017,12.0,19.0,MetaCritic,X1,0
Styx: Shards of Darkness,72.0,79.0,Focus Home Interactive,2017,38.0,81.0,MetaCritic,PC,0
Sub Command,84.0,71.0,Electronic Arts,2001,5.0,15.0,MetaCritic,PC,1
Sub Rebellion,69.54,,Metro3D,2002,28.0,,GameRankings,PS2,0
Subject 13,59.0,66.0,Microids,2015,11.0,12.0,MetaCritic,PC,0
Sublevel Zero,71.0,71.0,Mastertronic,2015,13.0,8.0,MetaCritic,PC,0
Submarine Titans,69.0,79.0,Strategy First,2000,16.0,26.0,MetaCritic,PC,0
Submarine Titans,64.62,,Strategy First,2000,20.0,,GameRankings,PC,0
Submerged,47.0,50.0,Uppercut Games,2015,12.0,49.0,MetaCritic,PC,0
Submerged,60.29,,Uppercut Games Pty Ltd,2015,26.0,,GameRankings,PS4,0
Submerged,56.0,47.0,Uppercut Games,2015,32.0,36.0,MetaCritic,PS4,0
Submerged,57.0,68.0,Uppercut Games Pty Ltd,2015,10.0,12.0,MetaCritic,X1,0
Subnautica,87.0,81.0,Unknown Worlds Entertainment,2018,31.0,281.0,MetaCritic,PC,0
Subsurface Circular,83.0,77.0,Mike Bithell,2017,6.0,12.0,MetaCritic,PC,0
Sudden Strike,69.0,82.0,Strategy First,2001,16.0,21.0,MetaCritic,PC,0
Sudden Strike,76.22,,Eidos Interactive,2001,26.0,,GameRankings,PC,0
Sudden Strike 3: Arms for Victory,63.0,65.0,cdv Software,2008,10.0,18.0,MetaCritic,PC,0
Sudden Strike 4,63.0,77.0,Kalypso,2017,12.0,21.0,MetaCritic,PS4,0
Sudden Strike 4,70.0,76.0,Kalypso,2017,16.0,45.0,MetaCritic,PC,0
Sudden Strike Forever,70.0,89.0,cdv Software,2001,5.0,50.0,MetaCritic,PC,0
Sudden Strike II,73.05,,cdv Software,2002,22.0,,GameRankings,PC,0
Sudden Strike II,68.0,79.0,cdv Software,2002,10.0,22.0,MetaCritic,PC,0
Sudeki,73.36,,Microsoft,2004,70.0,,GameRankings,XBOX,1
Suikoden II,80.64,,Konami,1999,22.0,,GameRankings,PS,1
Suikoden III,85.8,,Konami,2002,41.0,,GameRankings,PS2,1
Suikoden IV,66.84,,Konami,2005,52.0,,GameRankings,PS2,1
Suikoden Tactics,69.13,,Konami,2005,36.0,,GameRankings,PS2,1
Suikoden Tierkreis,76.23,,Konami,2009,22.0,,GameRankings,DS,1
Suikoden V,78.91,,Konami,2006,54.0,,GameRankings,PS2,1
Sumioni: Demon Arts,56.13,,Acquire,2012,24.0,,GameRankings,VITA,0
Summer Heat Beach Volleyball,68.09,,Acclaim,2003,40.0,,GameRankings,PS2,0
Summon Night 6: Lost Borders,71.0,69.0,GAIJINWORKS,2017,9.0,16.0,MetaCritic,PS4,0
