game_name,critic_score,user_score,publisher,release_date,num_of_critics,num_of_users,origin,platform,AAA
Diablo III,86.13,,Activision,2013,26.0,,GameRankings,PS3,1
Diablo III,87.0,67.0,Activision,2013,42.0,390.0,MetaCritic,X360,1
Diablo III,88.0,40.0,Activision,2012,86.0,9386.0,MetaCritic,PC,1
Diablo III,86.0,64.0,Activision,2013,43.0,559.0,MetaCritic,PS3,1
Diablo III: Reaper of Souls,87.0,66.0,Activision,2014,75.0,1508.0,MetaCritic,PC,1
Diablo III: Reaper of Souls,86.81,,Activision,2014,50.0,,GameRankings,PC,1
Diablo III: Rise of the Necromancer,76.0,49.0,Activision,2017,23.0,108.0,MetaCritic,PC,1
Diablo III: Ultimate Evil Edition,91.25,,Activision,2014,46.0,,GameRankings,PS4,1
Diablo III: Ultimate Evil Edition,90.0,80.0,Activision,2014,63.0,1180.0,MetaCritic,PS4,1
Diablo III: Ultimate Evil Edition,86.0,78.0,Activision,2014,18.0,320.0,MetaCritic,X1,1
Diabolical Pitch,56.0,65.0,Microsoft,2012,24.0,4.0,MetaCritic,X360,1
Diaries of a Spaceport Janitor,69.0,80.0,tinyBuild,2016,7.0,5.0,MetaCritic,PC,0
Diddy Kong Racing,88.65,,Nintendo,1997,20.0,,GameRankings,N64,1
Diddy Kong Racing DS,66.76,,Nintendo,2007,42.0,,GameRankings,DS,1
Die Hard Trilogy 2: Viva Las Vegas,59.05,,Fox Interactive,2000,21.0,,GameRankings,PS,0
Die Hard: Nakatomi Plaza,54.0,54.0,Sierra Entertainment,2002,19.0,16.0,MetaCritic,PC,0
Die Hard: Nakatomi Plaza,58.08,,Sierra Entertainment,2002,25.0,,GameRankings,PC,0
Die Hard: Vendetta,63.41,,NDA Productions,2002,41.0,,GameRankings,GC,0
Dig Dug,65.0,66.0,Bandi Namco,2006,15.0,5.0,MetaCritic,X360,1
Dig Dug: Digging Strike,65.81,,Bandi Namco,2005,34.0,,GameRankings,DS,1
Diggles,62.0,85.0,Strategy First,2002,13.0,26.0,MetaCritic,PC,0
Digimon All-Star Rumble,49.0,53.0,Bandi Namco,2014,12.0,37.0,MetaCritic,PS3,1
Digimon Story Cyber Sleuth,75.0,81.0,Bandi Namco,2016,45.0,344.0,MetaCritic,PS4,1
Digimon Story Cyber Sleuth,76.15,,Bandi Namco,2016,33.0,,GameRankings,PS4,1
Digimon Story Cyber Sleuth: Hacker's Memory,73.0,74.0,Bandi Namco,2018,38.0,61.0,MetaCritic,PS4,1
Digimon World: Next Order,68.0,65.0,Bandi Namco,2017,35.0,100.0,MetaCritic,PS4,1
Diluvion,66.0,65.0,Gambitious,2017,34.0,24.0,MetaCritic,PC,0
Din's Curse,76.0,76.0,Soldak Entertainment,2010,10.0,22.0,MetaCritic,PC,0
Din's Curse: Demon War,75.0,73.0,Soldak Entertainment,2011,5.0,8.0,MetaCritic,PC,0
Dino Crisis,83.59,,Capcom,1999,28.0,,GameRankings,PS,0
Dino Crisis,59.0,83.0,Capcom,2000,9.0,37.0,MetaCritic,PC,0
Dino Crisis 2,80.7,,Capcom,2000,22.0,,GameRankings,PS,0
Dino Crisis 3,56.99,,Capcom,2003,35.0,,GameRankings,XBOX,0
Dino D-Day,53.0,63.0,800 North and Digital Ranch,2011,4.0,132.0,MetaCritic,PC,0
Dino Dini's Kick Off Revival,31.0,47.0,The Digital Lounge,2016,22.0,69.0,MetaCritic,PS4,0
Dino Frontier,65.0,66.0,Uber Entertainment,2017,9.0,5.0,MetaCritic,PS4,0
Dino Island,42.0,83.0,Strategy First,2002,7.0,20.0,MetaCritic,PC,0
Dino Stalker,58.14,,Capcom,2002,38.0,,GameRankings,PS2,0
Dinocide,51.0,67.0,AtomicTorch,2016,7.0,10.0,MetaCritic,PC,0
Diplomacy,58.0,45.0,Paradox Interactive,2005,23.0,11.0,MetaCritic,PC,0
Diplomacy,64.26,,Paradox Interactive,2005,27.0,,GameRankings,PC,0
Dirge of Cerberus: Final Fantasy VII,59.84,,Square Enix,2006,56.0,,GameRankings,PS2,1
Dirt Track Racing 2,74.0,74.0,Atari,2002,6.0,8.0,MetaCritic,PC,0
Dirt Track Racing: Sprint Cars,78.0,87.0,WizardWorks,2000,11.0,21.0,MetaCritic,PC,0
Dirty Bomb,63.0,78.0,Nexon,2015,8.0,227.0,MetaCritic,PC,0
Disaster Report,71.08,,Agetec,2003,25.0,,GameRankings,PS2,0
Disc Jam,72.0,66.0,High Horse Entertainment,2017,9.0,72.0,MetaCritic,PS4,0
Disciples II: Dark Prophecy,84.0,87.0,Strategy First,2002,18.0,120.0,MetaCritic,PC,0
Disciples II: Dark Prophecy,83.58,,Strategy First,2002,26.0,,GameRankings,PC,0
Disciples II: Guardians of the Light,72.0,82.0,Strategy First,2003,10.0,22.0,MetaCritic,PC,0
Disciples II: Rise of the Elves,80.0,82.0,Strategy First,2003,8.0,71.0,MetaCritic,PC,0
Disciples II: Servants of the Dark,65.0,80.0,Strategy First,2003,10.0,21.0,MetaCritic,PC,0
Disciples III: Renaissance,56.0,54.0,Kalypso,2010,36.0,107.0,MetaCritic,PC,0
Disciples III: Renaissance,59.2,,Kalypso,2010,20.0,,GameRankings,PC,0
Disciples III: Resurrection,63.0,48.0,Kalypso,2012,6.0,43.0,MetaCritic,PC,0
Discs of Tron,44.0,67.0,Disney,2008,15.0,7.0,MetaCritic,X360,1
Disgaea 2 PC,81.0,83.0,NIS America,2017,5.0,8.0,MetaCritic,PC,0
Disgaea 2: Cursed Memories,85.33,,Nippon Ichi Software,2006,65.0,,GameRankings,PS2,0
Disgaea 2: Dark Hero Days,84.27,,Nippon Ichi Software,2009,30.0,,GameRankings,PSP,0
Disgaea 3: Absence of Detention,79.44,,NIS America,2012,27.0,,GameRankings,VITA,0
Disgaea 3: Absence of Justice,78.0,74.0,NIS America,2008,51.0,154.0,MetaCritic,PS3,0
Disgaea 3: Absence of Justice,80.85,,Nippon Ichi Software,2008,44.0,,GameRankings,PS3,0
Disgaea 4: A Promise Revisited,81.36,,NIS America,2014,25.0,,GameRankings,VITA,0
Disgaea 4: A Promise Unforgotten,82.53,,Nippon Ichi Software,2011,37.0,,GameRankings,PS3,0
Disgaea 4: A Promise Unforgotten,80.0,78.0,NIS America,2011,39.0,129.0,MetaCritic,PS3,0
Disgaea 5: Alliance of Vengeance,81.85,,NIS America,2015,41.0,,GameRankings,PS4,0
Disgaea 5: Alliance of Vengeance,80.0,85.0,NIS America,2015,43.0,187.0,MetaCritic,PS4,0
Disgaea D2: A Brighter Darkness,74.0,81.0,NIS America,2013,37.0,65.0,MetaCritic,PS3,0
Disgaea D2: A Brighter Darkness,77.66,,Nippon Ichi Software,2013,29.0,,GameRankings,PS3,0
Disgaea DS,82.7,,NIS Europe,2008,30.0,,GameRankings,DS,0
Disgaea PC,74.0,59.0,NIS America,2016,7.0,46.0,MetaCritic,PC,0
Disgaea: Afternoon of Darkness,87.77,,Nippon Ichi Software,2007,41.0,,GameRankings,PSP,0
Disgaea: Hour of Darkness,85.53,,Nippon Ichi Software,2003,60.0,,GameRankings,PS2,0
Dishonored,88.0,79.0,Bethesda Softworks,2012,56.0,839.0,MetaCritic,X360,0
Dishonored,91.0,84.0,Bethesda Softworks,2012,29.0,3660.0,MetaCritic,PC,0
Dishonored,89.0,79.0,Bethesda Softworks,2012,35.0,824.0,MetaCritic,PS3,0
Dishonored,89.09,,Bethesda Softworks,2012,38.0,,GameRankings,X360,0
Dishonored,89.61,,Bethesda Softworks,2012,32.0,,GameRankings,PS3,0
Dishonored 2,88.0,72.0,Bethesda Softworks,2016,25.0,208.0,MetaCritic,X1,0
Dishonored 2,86.0,67.0,Bethesda Softworks,2016,40.0,651.0,MetaCritic,PC,0
Dishonored 2,88.0,79.0,Bethesda Softworks,2016,62.0,858.0,MetaCritic,PS4,0
Dishonored 2,86.94,,Bethesda Softworks,2016,39.0,,GameRankings,PS4,0
Dishonored: Death of the Outsider,81.0,72.0,Bethesda Softworks,2017,24.0,139.0,MetaCritic,PC,0
Dishonored: Death of the Outsider,82.0,72.0,Bethesda Softworks,2017,47.0,93.0,MetaCritic,PS4,0
Dishonored: Death of the Outsider,82.62,,Bethesda Softworks,2017,25.0,,GameRankings,PS4,0
Dishonored: Death of the Outsider,84.0,73.0,Bethesda Softworks,2017,16.0,36.0,MetaCritic,X1,0
Dishonored: Definitive Edition,80.19,,Bethesda Softworks,2015,21.0,,GameRankings,PS4,0
Dishonored: Definitive Edition,76.0,74.0,Bethesda Softworks,2015,12.0,71.0,MetaCritic,X1,0
Dishonored: Definitive Edition,80.0,74.0,Bethesda Softworks,2015,32.0,209.0,MetaCritic,PS4,0
Dishonored: Dunwall City Trials,78.0,79.0,Bethesda Softworks,2012,4.0,8.0,MetaCritic,PS3,0
Dishonored: Dunwall City Trials,75.0,70.0,Bethesda Softworks,2012,4.0,37.0,MetaCritic,PC,0
Dishonored: Dunwall City Trials,73.0,65.0,Bethesda Softworks,2012,7.0,15.0,MetaCritic,X360,0
Dishonored: The Brigmore Witches,81.0,76.0,Bethesda Softworks,2013,18.0,38.0,MetaCritic,X360,0
Dishonored: The Brigmore Witches,80.0,87.0,Bethesda Softworks,2013,15.0,149.0,MetaCritic,PC,0
Dishonored: The Knife of Dunwall,77.0,80.0,Bethesda Softworks,2013,6.0,45.0,MetaCritic,PS3,0
Dishonored: The Knife of Dunwall,79.0,76.0,Bethesda Softworks,2013,19.0,54.0,MetaCritic,X360,0
Dishonored: The Knife of Dunwall,80.0,82.0,Bethesda Softworks,2013,21.0,211.0,MetaCritic,PC,0
Disney Castle of Illusion starring Mickey Mouse,72.0,73.0,Sega,2013,8.0,66.0,MetaCritic,PS3,0
Disney Castle of Illusion starring Mickey Mouse,67.0,71.0,Sega,2013,26.0,65.0,MetaCritic,X360,0
Disney Castle of Illusion starring Mickey Mouse,69.0,68.0,Sega,2013,4.0,54.0,MetaCritic,PC,0
Disney DuckTales Remastered,75.23,,Capcom,2013,30.0,,GameRankings,X360,0
Disney DuckTales Remastered,70.0,71.0,Capcom,2013,39.0,55.0,MetaCritic,X360,0
Disney DuckTales Remastered,66.0,76.0,Capcom,2013,6.0,162.0,MetaCritic,PC,0
Disney DuckTales Remastered,75.0,74.0,Capcom,2013,31.0,146.0,MetaCritic,PS3,0
Disney Epic Mickey,72.53,,Disney,2010,57.0,,GameRankings,WII,1
Disney Epic Mickey 2: The Power of Two,57.83,,Disney,2012,21.0,,GameRankings,PS3,1
Disney Epic Mickey 2: The Power of Two,60.8,,Disney,2012,22.0,,GameRankings,X360,1
Disney Epic Mickey 2: The Power of Two,59.0,43.0,Disney,2012,36.0,24.0,MetaCritic,PS3,1
Disney Epic Mickey 2: The Power of Two,59.0,55.0,Disney,2012,35.0,24.0,MetaCritic,X360,1
Disney Epic Mickey: The Power of Illusion,64.7,,Disney,2012,30.0,,GameRankings,3DS,1
Disney Infinity,74.0,67.0,Disney,2013,38.0,80.0,MetaCritic,X360,1
Disney Infinity,75.0,59.0,Disney,2013,21.0,48.0,MetaCritic,PS3,1
Disney Infinity,73.61,,Disney,2013,31.0,,GameRankings,X360,1
Disney Infinity 2.0 Edition,73.17,,Disney,2014,36.0,,GameRankings,PS4,1
Disney Infinity 2.0 Edition,71.0,58.0,Disney,2014,46.0,39.0,MetaCritic,PS4,1
Disney Infinity 2.0 Edition,73.0,49.0,Disney,2014,19.0,18.0,MetaCritic,X1,1
Disney Infinity 3.0 Edition,80.86,,Disney,2015,35.0,,GameRankings,PS4,1
Disney Infinity 3.0 Edition,78.0,57.0,Disney,2015,18.0,23.0,MetaCritic,X1,1
Disney Infinity 3.0 Edition,80.0,61.0,Disney,2015,53.0,73.0,MetaCritic,PS4,1
Disney Sing It,54.0,35.0,Disney,2008,11.0,6.0,MetaCritic,PS3,1
Disney Sing It,53.0,52.0,Disney,2008,10.0,6.0,MetaCritic,X360,1
Disney Universe,67.64,,Disney,2011,22.0,,GameRankings,X360,1
Disney Universe,70.0,69.0,Disney,2011,29.0,13.0,MetaCritic,PS3,1
Disney Universe,66.0,56.0,Disney,2011,31.0,14.0,MetaCritic,X360,1
Disney's Aladdin in Nasira's Revenge,64.96,,SCEE,2001,20.0,,GameRankings,PS,0
Disney's Chicken Little,65.35,,Buena Vista Games,2005,26.0,,GameRankings,PS2,0
Disney's Chicken Little,71.0,65.0,Buena Vista Games,2005,5.0,6.0,MetaCritic,PC,0
Disney's Donald Duck: Goin' Quackers,65.48,,Ubisoft,2000,21.0,,GameRankings,PS2,1
Disney's Extreme Skate Adventure,78.61,,Activision,2003,23.0,,GameRankings,GC,1
Disney's Extreme Skate Adventure,77.77,,Activision,2003,20.0,,GameRankings,XBOX,1
Disney's Extreme Skate Adventure,76.02,,Activision,2003,24.0,,GameRankings,PS2,1
Disney's PK: Out of the Shadows,51.41,,Ubisoft,2002,22.0,,GameRankings,PS2,1
Disney's Stitch: Experiment 626,63.59,,SCEE,2002,32.0,,GameRankings,PS2,0
Disney's Toontown Online,81.0,83.0,Sony,2005,7.0,41.0,MetaCritic,PC,1
Disney's Treasure Planet,64.0,,SCEE,2002,42.0,,GameRankings,PS2,0
Disney/Pixar Finding Nemo,64.7,,THQ,2003,23.0,,GameRankings,PS2,0
Disney/Pixar Finding Nemo,63.05,,THQ,2003,21.0,,GameRankings,XBOX,0
Disney/Pixar Ratatouille,55.0,58.0,THQ,2007,8.0,5.0,MetaCritic,PS3,0
Disney/Pixar Ratatouille,56.0,68.0,THQ,2007,14.0,4.0,MetaCritic,X360,0
Disney/Pixar Toy Story 2: Buzz Lightyear to the Rescue!,58.8,,Activision,2000,20.0,,GameRankings,DC,1
Disney/Pixar Toy Story 3,76.0,85.0,Disney,2010,50.0,50.0,MetaCritic,X360,1
Disney/Pixar Toy Story 3,76.62,,Disney,2010,34.0,,GameRankings,X360,1
Disney/Pixar Toy Story 3,73.0,66.0,Disney,2010,7.0,13.0,MetaCritic,PC,1
Disneyland Adventures,67.0,71.0,Microsoft,2017,9.0,7.0,MetaCritic,X1,1
Dissidia 012: Duodecim Final Fantasy,79.38,,Square Enix,2011,42.0,,GameRankings,PSP,1
Dissidia: Final Fantasy,81.06,,Square Enix,2009,42.0,,GameRankings,PSP,1
Dissidia: Final Fantasy NT,65.25,,Square Enix,2018,32.0,,GameRankings,PS4,1
Dissidia: Final Fantasy NT,67.0,49.0,Square Enix,2018,64.0,209.0,MetaCritic,PS4,1
Distant Worlds,78.0,79.0,Matrix Games,2010,4.0,45.0,MetaCritic,PC,0
Distant Worlds: Universe,81.0,80.0,Slitherine,2014,6.0,96.0,MetaCritic,PC,0
Distrust,75.0,78.0,Alawar Entertainment,2017,5.0,13.0,MetaCritic,PC,0
Divekick,73.0,67.0,Iron Galaxy Studios,2013,5.0,52.0,MetaCritic,PC,0
Divekick,65.0,71.0,Iron Galaxy Studios,2013,18.0,46.0,MetaCritic,PS3,0
Divide By Sheep,83.0,71.0,tinyBuild,2015,4.0,8.0,MetaCritic,PC,0
Divine Divinity,82.45,,cdv Software,2002,30.0,,GameRankings,PC,0
Divine Divinity,81.0,84.0,cdv Software,2002,21.0,171.0,MetaCritic,PC,0
Divinity II: Ego Draconis,72.0,78.0,cdv Software,2010,43.0,140.0,MetaCritic,PC,0
Divinity II: Ego Draconis,63.89,,cdv Software,2010,36.0,,GameRankings,X360,0
Divinity II: Ego Draconis,71.04,,DTP Entertainment,2010,23.0,,GameRankings,PC,0
Divinity II: Ego Draconis,62.0,64.0,cdv Software,2010,37.0,37.0,MetaCritic,X360,0
Divinity II: Flames of Vengeance,72.0,83.0,DTP Entertainment,2010,4.0,18.0,MetaCritic,PC,0
Divinity II: The Dragon Knight Saga,72.0,78.0,Atlus,2011,13.0,54.0,MetaCritic,X360,0
Divinity II: The Dragon Knight Saga,82.0,82.0,Focus Home Interactive,2010,9.0,200.0,MetaCritic,PC,0
Divinity: Dragon Commander,76.5,,Larian Studios,2013,22.0,,GameRankings,PC,0
Divinity: Dragon Commander,76.0,71.0,Larian Studios,2013,37.0,252.0,MetaCritic,PC,0
Divinity: Original Sin,87.0,87.0,Larian Studios,2014,59.0,2129.0,MetaCritic,PC,0
Divinity: Original Sin,85.31,,Larian Studios,2014,35.0,,GameRankings,PC,0
Divinity: Original Sin Enhanced Edition,88.0,80.0,Focus Home Interactive,2015,39.0,455.0,MetaCritic,PS4,0
Divinity: Original Sin Enhanced Edition,88.0,75.0,Focus Home Interactive,2015,7.0,116.0,MetaCritic,X1,0
Divinity: Original Sin Enhanced Edition,87.86,,Spike Chunsoft,2015,28.0,,GameRankings,PS4,0
Divinity: Original Sin Enhanced Edition,94.0,82.0,Larian Studios,2015,5.0,393.0,MetaCritic,PC,0
Divinity: Original Sin II,93.0,83.0,Larian Studios,2017,72.0,1360.0,MetaCritic,PC,0
Divinity: Original Sin II,92.94,,Larian Studios,2017,35.0,,GameRankings,PC,0
DmC: Devil May Cry,85.0,69.0,Capcom,2013,22.0,1756.0,MetaCritic,PC,0
DmC: Devil May Cry,85.0,53.0,Capcom,2013,40.0,1484.0,MetaCritic,PS3,0
DmC: Devil May Cry,86.33,,Capcom,2013,49.0,,GameRankings,X360,0
DmC: Devil May Cry,86.0,51.0,Capcom,2013,65.0,1395.0,MetaCritic,X360,0
DmC: Devil May Cry,85.75,,Capcom,2013,28.0,,GameRankings,PS3,0
DmC: Devil May Cry - Vergil's Downfall,71.0,43.0,Capcom,2013,8.0,37.0,MetaCritic,PS3,0
DmC: Devil May Cry - Vergil's Downfall,68.0,53.0,Capcom,2013,22.0,55.0,MetaCritic,X360,0
DmC: Devil May Cry Definitive Edition,86.0,76.0,Capcom,2015,20.0,200.0,MetaCritic,X1,0
DmC: Devil May Cry Definitive Edition,83.0,74.0,Capcom,2015,53.0,466.0,MetaCritic,PS4,0
DmC: Devil May Cry Definitive Edition,83.97,,Capcom,2015,36.0,,GameRankings,PS4,0
DoDonPachi Resurrection,77.0,84.0,Rising Star Games,2011,10.0,17.0,MetaCritic,X360,0
Doc Clock: The Toasted Sandwich of Time,62.0,63.0,Stickmen Studios,2010,7.0,15.0,MetaCritic,PC,0
Doctor Who: The Eternity Clock,39.0,63.0,BBC Worldwide,2012,21.0,28.0,MetaCritic,PS3,0
Dogchild,71.0,62.0,Animatoon Studio,2016,4.0,32.0,MetaCritic,PS4,0
Dogfight 1942,59.0,56.0,City Interactive,2012,13.0,20.0,MetaCritic,X360,0
Dogos,53.0,62.0,OPQAM,2016,4.0,6.0,MetaCritic,PS4,0
Dogs of War,59.55,,TalonSoft,2000,22.0,,GameRankings,PC,0
Doki Doki Literature Club!,78.0,86.0,Team Salvato,2017,7.0,194.0,MetaCritic,PC,0
Doki-Doki Universe,62.0,68.0,SCEA,2013,10.0,17.0,MetaCritic,PS3,0
Doki-Doki Universe,71.0,63.0,SCEA,2013,28.0,99.0,MetaCritic,PS4,0
Dokuro,77.17,,GungHo,2012,24.0,,GameRankings,VITA,0
Dollar Dash,49.0,45.0,Kalypso,2013,20.0,14.0,MetaCritic,X360,0
Domina,73.0,68.0,DolphinBarn,2017,4.0,12.0,MetaCritic,PC,0
Domination,69.21,,DreamCatcher Interactive,2005,24.0,,GameRankings,PC,0
Domination,69.0,50.0,DreamCatcher Interactive,2005,20.0,6.0,MetaCritic,PC,0
Dominions 3: The Awakening,82.0,81.0,Shrapnel Games,2006,8.0,42.0,MetaCritic,PC,0
Dominions II: The Ascension Wars,76.0,79.0,Shrapnel Games,2003,8.0,9.0,MetaCritic,PC,0
Dominique Pamplemousse in It's All Over Once The Fat Lady Sings!,62.0,8.0,Deirdra Kiai,2014,4.0,5.0,MetaCritic,PC,0
Don Bluth Presents: Dragon's Lair HD,50.0,45.0,Digital Leisure Inc.,2006,12.0,4.0,MetaCritic,PC,0
Don Bradman Cricket,76.0,75.0,HES Interactive,2016,4.0,22.0,MetaCritic,PS4,0
Don Bradman Cricket 14,73.0,70.0,Big Ant Studios,2014,5.0,56.0,MetaCritic,PS3,0
Don Bradman Cricket 17,83.0,74.0,Home Entertainment Suppliers,2016,4.0,20.0,MetaCritic,X1,0
Don King Presents: Prizefighter,56.0,64.0,2K Games,2008,45.0,29.0,MetaCritic,X360,0
Don King Presents: Prizefighter,59.14,,2K Games,2008,42.0,,GameRankings,X360,0
"Don't Die, Mr. Robot!",71.0,32.0,Infinite State Games,2016,4.0,6.0,MetaCritic,PS4,0
Don't Starve,79.0,83.0,Klei Entertainment,2013,33.0,979.0,MetaCritic,PC,0
Don't Starve Together,83.0,81.0,Klei Entertainment,2016,4.0,56.0,MetaCritic,PC,0
Don't Starve: Console Edition,78.0,71.0,Klei Entertainment,2014,36.0,372.0,MetaCritic,PS4,0
Don't Starve: Console Edition,80.05,,Klei Entertainment,2014,21.0,,GameRankings,PS4,0
Don't Starve: Shipwrecked,77.0,80.0,Klei Entertainment,2016,4.0,8.0,MetaCritic,PC,0
Don't open the doors!,68.0,85.0,Anton Riot,2016,5.0,4.0,MetaCritic,PC,0
Donkey Kong 64,86.73,,Nintendo,1999,29.0,,GameRankings,N64,1
Donkey Kong Country,78.61,,Nintendo,2003,33.0,,GameRankings,GBA,1
Donkey Kong Country 2,81.14,,Nintendo,2004,21.0,,GameRankings,GBA,1
Donkey Kong Country 3,75.08,,Nintendo,2005,23.0,,GameRankings,GBA,1
Donkey Kong Country Returns,87.87,,Nintendo,2010,55.0,,GameRankings,WII,1
Donkey Kong Country Returns 3D,83.51,,Nintendo,2013,41.0,,GameRankings,3DS,1
Donkey Kong Country: Tropical Freeze,84.46,,Nintendo,2014,49.0,,GameRankings,WIIU,1
Donkey Kong Jungle Beat,81.74,,Nintendo,2005,54.0,,GameRankings,GC,1
Donkey Kong: Barrel Blast,43.94,,Nintendo,2007,32.0,,GameRankings,WII,1
Donkey Konga,77.67,,Nintendo,2004,55.0,,GameRankings,GC,1
Donkey Konga 2,71.38,,Nintendo,2005,34.0,,GameRankings,GC,1
Doodle Jump for Kinect,49.0,58.0,D3Publisher,2013,5.0,12.0,MetaCritic,X360,0
Doom,79.87,,Activision,2001,34.0,,GameRankings,GBA,1
Doom,82.0,83.0,Activision,2006,26.0,108.0,MetaCritic,X360,1
Doom,80.16,,Activision,2006,25.0,,GameRankings,X360,1
Doom 3,86.63,,Activision,2004,89.0,,GameRankings,PC,1
Doom 3,87.63,,Activision,2005,97.0,,GameRankings,XBOX,1
Doom 3,87.0,76.0,Activision,2004,83.0,957.0,MetaCritic,PC,1
Doom 3 BFG Edition,67.0,66.0,Bethesda Softworks,2012,30.0,136.0,MetaCritic,X360,0
Doom 3 BFG Edition,67.0,65.0,Bethesda Softworks,2012,16.0,113.0,MetaCritic,PS3,0
Doom 3 BFG Edition,59.0,53.0,Bethesda Softworks,2012,12.0,220.0,MetaCritic,PC,0
Doom 3: Resurrection of Evil,79.52,,Activision,2005,52.0,,GameRankings,PC,1
Doom 3: Resurrection of Evil,78.02,,Activision,2005,47.0,,GameRankings,XBOX,1
Doom 3: Resurrection of Evil,78.0,63.0,Activision,2005,46.0,147.0,MetaCritic,PC,1
Doom II,83.0,89.0,GT Interactive,1994,5.0,328.0,MetaCritic,PC,0
Doom II,77.0,81.0,Bethesda Softworks,2010,28.0,47.0,MetaCritic,X360,0
Doom II,77.36,,Bethesda Softworks,2010,25.0,,GameRankings,X360,0
Door Kickers,83.0,79.0,KillHouse Games,2014,13.0,87.0,MetaCritic,PC,0
Doorways: The Underworld,50.0,53.0,Saibot Studios,2014,6.0,8.0,MetaCritic,PC,0
Doritos Crash Course,74.0,67.0,Microsoft,2010,5.0,61.0,MetaCritic,X360,1
Dota 2,90.0,65.0,Valve Software,2013,33.0,10870.0,MetaCritic,PC,0
Double D Dodgeball,36.0,70.0,Yuke's,2008,15.0,6.0,MetaCritic,X360,0
Double Dragon,57.0,64.0,Empire Interactive,2007,12.0,11.0,MetaCritic,X360,0
Double Dragon II: Wander of the Dragons,17.0,15.0,Cyberfront Korea Corp,2013,19.0,58.0,MetaCritic,X360,0
Double Dragon IV,49.0,66.0,Arc System Works,2017,18.0,23.0,MetaCritic,PS4,0
Double Dragon IV,50.0,67.0,Arc System Works,2017,9.0,12.0,MetaCritic,PC,0
Double Dragon: Neon,66.0,72.0,Majesco Games,2012,25.0,37.0,MetaCritic,X360,0
Double Dragon: Neon,71.0,71.0,Majesco Games,2012,20.0,72.0,MetaCritic,PS3,0
Double Dragon: Neon,71.74,,Majesco,2012,23.0,,GameRankings,X360,0
Double Fine Happy Action Theater,80.0,62.0,Microsoft,2012,22.0,15.0,MetaCritic,X360,1
Downfall,75.0,80.0,Harvester Games,2016,6.0,25.0,MetaCritic,PC,0
Downforce,71.99,,Titus Software,2002,26.0,,GameRankings,PS2,0
Downhill Domination,79.24,,Codemasters,2003,57.0,,GameRankings,PS2,0
Downwell,80.0,74.0,Devolver Digital,2016,14.0,29.0,MetaCritic,PS4,0
Downwell,81.0,63.0,Devolver Digital,2015,20.0,94.0,MetaCritic,PC,0
Dr. Luigi,66.17,,Nintendo,2013,24.0,,GameRankings,WIIU,1
Dr. Muto,72.88,,Midway,2002,26.0,,GameRankings,XBOX,0
Dr. Muto,72.46,,Midway,2002,37.0,,GameRankings,PS2,0
Draconus: Cult of the Wyrm,73.35,,Interplay,2000,20.0,,GameRankings,DC,0
Dracula 3: The Path of the Dragon,65.0,72.0,"Encore Software, Inc.",2008,11.0,22.0,MetaCritic,PC,0
Dracula 4: Shadow of the Dragon,32.0,38.0,Anuman Interactive,2013,4.0,10.0,MetaCritic,PC,0
Dracula: Origin,70.0,65.0,The Adventure Company,2008,31.0,21.0,MetaCritic,PC,0
Dracula: Origin,72.71,,The Adventure Company,2008,31.0,,GameRankings,PC,0
Dracula: The Last Sanctuary,68.0,68.0,DreamCatcher Interactive,2001,14.0,19.0,MetaCritic,PC,0
Dracula: The Resurrection,67.0,67.0,DreamCatcher Interactive,2000,13.0,19.0,MetaCritic,PC,0
Draglade,70.57,,Banpresto,2007,29.0,,GameRankings,DS,0
Dragon Age II,77.86,,Electronic Arts,2011,55.0,,GameRankings,X360,1
Dragon Age II,79.0,45.0,Electronic Arts,2011,75.0,2361.0,MetaCritic,X360,1
Dragon Age II,80.37,,Electronic Arts,2011,34.0,,GameRankings,PS3,1
Dragon Age II,82.0,45.0,Electronic Arts,2011,45.0,4583.0,MetaCritic,PC,1
Dragon Age II,82.0,43.0,Electronic Arts,2011,52.0,1204.0,MetaCritic,PS3,1
Dragon Age II,78.68,,Electronic Arts,2011,33.0,,GameRankings,PC,1
Dragon Age II: Legacy,64.0,51.0,Electronic Arts,2011,17.0,73.0,MetaCritic,X360,1
Dragon Age II: Legacy,66.0,42.0,Electronic Arts,2011,11.0,147.0,MetaCritic,PC,1
Dragon Age II: Legacy,65.0,52.0,Electronic Arts,2011,10.0,38.0,MetaCritic,PS3,1
Dragon Age II: Mark of the Assassin,82.0,65.0,Electronic Arts,2011,4.0,23.0,MetaCritic,PS3,1
Dragon Age II: Mark of the Assassin,76.0,54.0,Electronic Arts,2011,13.0,40.0,MetaCritic,X360,1
Dragon Age II: Mark of the Assassin,83.0,53.0,Electronic Arts,2011,5.0,120.0,MetaCritic,PC,1
Dragon Age: Inquisition,85.0,59.0,Electronic Arts,2014,45.0,4112.0,MetaCritic,PC,1
Dragon Age: Inquisition,85.0,70.0,Electronic Arts,2014,28.0,747.0,MetaCritic,X1,1
Dragon Age: Inquisition,89.0,74.0,Electronic Arts,2014,43.0,2254.0,MetaCritic,PS4,1
Dragon Age: Inquisition,89.68,,Electronic Arts,2014,34.0,,GameRankings,PS4,1
Dragon Age: Inquisition,86.77,,Electronic Arts,2014,26.0,,GameRankings,PC,1
