game,AAA,critics,user,year
Dead or Alive 5,0,76.0,76.0,2012
Dead or Alive 5 Plus,0,83.4,0.0,2013
Dead or Alive 5 Ultimate,0,77.0,81.0,2013
Dead or Alive 5: Last Round,0,74.0,72.0,2015
Dead or Alive Paradise,0,37.52,0.0,2010
Dead or Alive Ultimate,0,84.14,0.0,2004
Dead or Alive Xtreme 2,0,53.0,67.0,2006
Dead or Alive Xtreme 3: Fortune,0,43.0,77.0,2016
Dead or Alive: Dimensions,0,82.02,0.0,2011
Dead or Alive: Xtreme Beach Volleyball,1,74.24,0.0,2003
Dead to Rights,1,76.01,66.0,2003
Dead to Rights II,1,55.34,0.0,2005
Dead to Rights: Reckoning,1,54.08,0.0,2005
Dead to Rights: Retribution,1,61.0,69.0,2010
DeadCore,1,78.0,68.0,2013
Deadfall Adventures,0,53.0,70.0,2013
Deadfall Adventures: Heart of Atlantis,0,46.0,78.0,2014
Deadliest Catch: Alaskan Storm,0,56.0,59.0,2008
Deadliest Warrior: Ancient Combat,0,37.0,63.0,2012
Deadliest Warrior: Legends,0,56.0,56.0,2011
Deadliest Warrior: The Game,0,56.0,77.0,2010
Deadlight,1,68.0,74.0,2012
Deadlight: Director's Cut,0,70.0,72.0,2016
Deadly Creatures,0,73.0,0.0,2009
Deadly Dozen,0,56.0,75.0,2001
Deadly Dozen: Pacific Theater,0,79.0,79.0,2002
Deadly Premonition,0,68.0,82.0,2010
Deadly Premonition: The Director's Cut,0,70.0,77.0,2013
Deadpool,1,62.0,76.0,2013
Dear Esther,0,75.0,65.0,2012
Dear Esther: Landmark Edition,0,68.0,67.0,2016
Death By Cube,1,56.0,55.0,2010
Death Jr.,1,63.3,0.0,2005
Death Jr. II: Root of Evil,1,70.36,0.0,2006
Death Jr. and the Science Fair of Doom,1,50.42,0.0,2007
Death Rally (2012),0,62.0,56.0,2012
Death Road to Canada,0,73.0,79.0,2016
Death Tank,1,66.0,70.0,2009
Death Track Racing,1,73.0,80.0,2000
Death Track: Resurrection,0,53.0,35.0,2009
Death by Degrees,1,52.2,0.0,2005
Death to Spies,0,69.0,77.0,2007
Death to Spies: Moment of Truth,0,73.0,83.0,2009
DeathSmiles,0,78.0,78.0,2016
DeathSpank,1,79.0,77.0,2010
DeathSpank: Thongs of Virtue,1,78.0,79.0,2010
Deathrow,1,81.33,0.0,2002
Deathsmiles,0,76.0,84.0,2010
Deathtrap,0,77.0,80.0,2015
Deca Sports,1,53.04,0.0,2008
Deca Sports Freedom,0,26.0,37.0,2010
Decay: The Mare,0,60.0,60.0,2015
Deception IV: Blood Ties,0,70.0,80.0,2014
Deception IV: The Nightmare Princess,0,69.0,73.0,2015
Deep Black,0,47.0,20.0,2012
Deep Black: Episode 1,0,47.0,54.0,2012
Deep Black: Reloaded,0,39.0,41.0,2012
Deep Labyrinth,0,55.26,0.0,2006
Def Jam Rapstar,1,74.0,54.0,2010
Def Jam Vendetta,1,80.54,0.0,2003
Def Jam: Fight for NY,1,83.49,0.0,2004
Def Jam: Fight for NY: The Takeover,1,79.03,0.0,2006
Def Jam: Icon,1,69.61,62.0,2007
Defend Your Castle,0,67.05,0.0,2008
Defender,0,73.52,0.0,2002
Defenders of Ardania,0,55.65,46.0,2012
Defense Grid: The Awakening,0,82.0,88.0,2008
Defense Technica,0,63.0,81.0,2013
Defiance,0,64.0,66.0,2013
Delta Force: Black Hawk Down,0,63.69,80.0,2003
Delta Force: Black Hawk Down - Team Sabre,0,66.35,78.0,2004
Delta Force: Land Warrior,0,71.93,77.0,2000
Delta Force: Task Force Dagger,0,51.0,75.0,2002
Delta Force: Xtreme,0,65.0,57.0,2005
Delta Force: Xtreme 2,0,40.0,50.0,2009
Dementium II,0,74.6,49.0,2013
Dementium: The Ward,0,72.75,0.0,2007
Demetrios - The BIG Cynical Adventure,0,72.0,76.0,2016
Demigod,0,76.0,78.0,2009
Democracy,0,62.0,48.0,2005
Democracy 3,0,70.0,71.0,2013
Demolition Racer: No Exit,0,76.39,0.0,2000
Demon Gaze,0,70.66,0.0,2014
Demon Gaze II,0,74.0,67.0,2017
Demon's Souls,0,89.0,89.0,2009
Dengeki Bunko: Fighting Climax,0,66.0,82.0,2015
Deponia,0,74.0,81.0,2012
Deponia Doomsday,0,76.0,70.0,2016
Depth,0,65.0,80.0,2014
Depths of Fear: Knossos,0,48.0,51.0,2014
Depths of Peril,0,79.0,80.0,2007
Derrick the Deathfin,0,72.0,81.0,2012
Descent 3,0,84.36,83.0,2000
Descent II,0,89.0,88.0,1996
Desert Rats vs. Afrika Korps,0,72.82,75.0,2004
Desktop Dungeons,0,82.0,82.0,2010
Desperados 2: Cooper's Revenge,0,66.0,68.0,2006
Desperados: Wanted Dead or Alive,0,80.06,88.0,2001
Desperate Housewives: The Game,0,61.0,64.0,2006
Destination: Treasure Island,0,74.0,77.0,2007
Destiny,1,76.0,61.0,2014
Destiny 2,1,85.0,49.0,2017
Destiny 2: Curse of Osiris,1,57.0,14.0,2017
Destiny: House of Wolves,1,72.0,42.0,2015
Destiny: Rise of Iron,1,72.0,48.0,2016
Destiny: The Dark Below,1,63.0,30.0,2014
Destiny: The Taken King,1,86.0,62.0,2015
Destroy All Humans!,0,76.98,0.0,2005
Destroy All Humans! 2,0,75.75,0.0,2006
Destroy All Humans! Big Willy Unleashed,0,53.42,0.0,2008
Destroy All Humans! Path of the Furon,0,34.0,66.0,2008
Destroyer Command,1,51.0,74.0,2002
Destruction Derby Arenas,0,60.83,0.0,2004
Destruction Derby Raw,0,72.75,0.0,2000
Detective Hayseed: Hollywood,0,53.0,73.0,2016
Detention,0,83.0,78.0,2017
Deus Ex,0,91.03,92.0,2000
Deus Ex GO,1,81.32,0.0,2016
Deus Ex: Human Revolution,1,89.0,85.0,2011
Deus Ex: Human Revolution - Director's Cut,1,89.3,85.0,2013
Deus Ex: Human Revolution - The Missing Link,1,78.43,74.0,2011
Deus Ex: Invisible War,0,85.36,64.0,2003
Deus Ex: Mankind Divided,1,84.0,65.0,2016
Deus Ex: Mankind Divided - A Criminal Past,1,81.0,67.0,2017
Deus Ex: Mankind Divided - System Rift,1,75.0,70.0,2016
Deus Ex: The Conspiracy,0,82.97,0.0,2002
Deus Ex: The Fall,1,70.06,29.0,2014
Devastation,0,64.17,58.0,2003
Devil Daggers,0,83.0,70.0,2016
Devil Kings,0,65.09,0.0,2005
Devil May Cry,0,92.6,0.0,2001
Devil May Cry 2,0,73.56,0.0,2003
Devil May Cry 3: Dante's Awakening,0,84.11,0.0,2005
Devil May Cry 3: Special Edition,1,88.0,82.0,2006
Devil May Cry 4,0,84.0,85.0,2008
Devil May Cry 4: Special Edition,0,76.0,80.0,2015
Devil May Cry HD Collection,0,77.0,86.0,2012
Devil's Third,1,43.56,0.0,2015
Devilian,0,63.0,61.0,2015
Dewy's Adventure,1,66.83,0.0,2007
Dex,0,62.0,79.0,2014
DiRT,0,83.49,73.0,2007
DiRT 2,0,87.0,82.0,2009
DiRT 3,0,87.0,70.0,2011
DiRT 4,0,85.0,76.0,2017
DiRT Rally,0,85.0,87.0,2015
DiRT Showdown,0,75.0,57.0,2012
Diablo,1,94.0,87.0,1996
Diablo II,1,88.58,88.0,2000
Diablo II: Lord of Destruction,1,85.94,90.0,2001
Diablo III,1,88.0,40.0,2012
Diablo III: Reaper of Souls,1,87.0,66.0,2014
Diablo III: Rise of the Necromancer,1,76.0,49.0,2017
Diablo III: Ultimate Evil Edition,1,90.0,80.0,2014
Diabolical Pitch,1,56.0,65.0,2012
Diaries of a Spaceport Janitor,0,69.0,80.0,2016
Diddy Kong Racing,1,88.65,0.0,1997
Diddy Kong Racing DS,1,66.76,0.0,2007
Die Hard Trilogy 2: Viva Las Vegas,0,59.05,0.0,2000
Die Hard: Nakatomi Plaza,0,58.08,54.0,2002
Die Hard: Vendetta,0,63.41,0.0,2002
Dig Dug,1,65.0,66.0,2006
Dig Dug: Digging Strike,1,65.81,0.0,2005
Diggles,0,62.0,85.0,2002
Digimon All-Star Rumble,1,49.0,53.0,2014
Digimon Story Cyber Sleuth,1,75.0,81.0,2016
Digimon Story Cyber Sleuth: Hacker's Memory,1,73.0,74.0,2018
Digimon World: Next Order,1,68.0,65.0,2017
Diluvion,0,66.0,65.0,2017
Din's Curse,0,76.0,76.0,2010
Din's Curse: Demon War,0,75.0,73.0,2011
Dino Crisis,0,83.59,83.0,2000
Dino Crisis 2,0,80.7,0.0,2000
Dino Crisis 3,0,56.99,0.0,2003
Dino D-Day,0,53.0,63.0,2011
Dino Dini's Kick Off Revival,0,31.0,47.0,2016
Dino Frontier,0,65.0,66.0,2017
Dino Island,0,42.0,83.0,2002
Dino Stalker,0,58.14,0.0,2002
Dinocide,0,51.0,67.0,2016
Diplomacy,0,64.26,45.0,2005
Dirge of Cerberus: Final Fantasy VII,1,59.84,0.0,2006
Dirt Track Racing 2,0,74.0,74.0,2002
Dirt Track Racing: Sprint Cars,0,78.0,87.0,2000
Dirty Bomb,0,63.0,78.0,2015
Disaster Report,0,71.08,0.0,2003
Disc Jam,0,72.0,66.0,2017
Disciples II: Dark Prophecy,0,83.58,87.0,2002
Disciples II: Guardians of the Light,0,72.0,82.0,2003
Disciples II: Rise of the Elves,0,80.0,82.0,2003
Disciples II: Servants of the Dark,0,65.0,80.0,2003
Disciples III: Renaissance,0,56.0,54.0,2010
Disciples III: Resurrection,0,63.0,48.0,2012
Discs of Tron,1,44.0,67.0,2008
Disgaea 2 PC,0,81.0,83.0,2017
Disgaea 2: Cursed Memories,0,85.33,0.0,2006
Disgaea 2: Dark Hero Days,0,84.27,0.0,2009
Disgaea 3: Absence of Detention,0,79.44,0.0,2012
Disgaea 3: Absence of Justice,0,78.0,74.0,2008
Disgaea 4: A Promise Revisited,0,81.36,0.0,2014
Disgaea 4: A Promise Unforgotten,0,80.0,78.0,2011
Disgaea 5: Alliance of Vengeance,0,80.0,85.0,2015
Disgaea D2: A Brighter Darkness,0,74.0,81.0,2013
Disgaea DS,0,82.7,0.0,2008
Disgaea PC,0,74.0,59.0,2016
Disgaea: Afternoon of Darkness,0,87.77,0.0,2007
Disgaea: Hour of Darkness,0,85.53,0.0,2003
Dishonored,0,88.0,84.0,2012
Dishonored 2,0,88.0,79.0,2016
Dishonored: Death of the Outsider,0,82.0,72.0,2017
Dishonored: Definitive Edition,0,80.0,74.0,2015
Dishonored: Dunwall City Trials,0,73.0,70.0,2012
Dishonored: The Brigmore Witches,0,81.0,87.0,2013
Dishonored: The Knife of Dunwall,0,80.0,82.0,2013
Disney Castle of Illusion starring Mickey Mouse,0,67.0,73.0,2013
Disney DuckTales Remastered,0,70.0,76.0,2013
Disney Epic Mickey,1,72.53,0.0,2010
Disney Epic Mickey 2: The Power of Two,1,59.0,43.0,2012
Disney Epic Mickey: The Power of Illusion,1,64.7,0.0,2012
Disney Infinity,1,74.0,67.0,2013
Disney Infinity 2.0 Edition,1,71.0,58.0,2014
Disney Infinity 3.0 Edition,1,80.0,61.0,2015
Disney Sing It,1,54.0,35.0,2008
Disney Universe,1,66.0,56.0,2011
Disney's Aladdin in Nasira's Revenge,0,64.96,0.0,2001
Disney's Chicken Little,0,65.35,65.0,2005
Disney's Donald Duck: Goin' Quackers,1,65.48,0.0,2000
Disney's Extreme Skate Adventure,1,76.02,0.0,2003
Disney's PK: Out of the Shadows,1,51.41,0.0,2002
Disney's Stitch: Experiment 626,0,63.59,0.0,2002
Disney's Toontown Online,1,81.0,83.0,2005
Disney's Treasure Planet,0,64.0,0.0,2002
Disney/Pixar Finding Nemo,0,64.7,0.0,2003
Disney/Pixar Ratatouille,0,56.0,58.0,2007
Disney/Pixar Toy Story 2: Buzz Lightyear to the Rescue!,1,58.8,0.0,2000
Disney/Pixar Toy Story 3,1,76.0,85.0,2010
Disneyland Adventures,1,67.0,71.0,2017
Dissidia 012: Duodecim Final Fantasy,1,79.38,0.0,2011
Dissidia: Final Fantasy,1,81.06,0.0,2009
Dissidia: Final Fantasy NT,1,67.0,49.0,2018
Distant Worlds,0,78.0,79.0,2010
Distant Worlds: Universe,0,81.0,80.0,2014
Distrust,0,75.0,78.0,2017
Divekick,0,65.0,67.0,2013
Divide By Sheep,0,83.0,71.0,2015
Divine Divinity,0,82.45,84.0,2002
Divinity II: Ego Draconis,0,72.0,78.0,2010
Divinity II: Flames of Vengeance,0,72.0,83.0,2010
Divinity II: The Dragon Knight Saga,0,72.0,82.0,2010
Divinity: Dragon Commander,0,76.0,71.0,2013
Divinity: Original Sin,0,87.0,87.0,2014
Divinity: Original Sin Enhanced Edition,0,88.0,80.0,2015
Divinity: Original Sin II,0,93.0,83.0,2017
DmC: Devil May Cry,0,86.0,69.0,2013
DmC: Devil May Cry - Vergil's Downfall,0,68.0,53.0,2013
DmC: Devil May Cry Definitive Edition,0,83.0,74.0,2015
DoDonPachi Resurrection,0,77.0,84.0,2011
Doc Clock: The Toasted Sandwich of Time,0,62.0,63.0,2010
Doctor Who: The Eternity Clock,0,39.0,63.0,2012
Dogchild,0,71.0,62.0,2016
Dogfight 1942,0,59.0,56.0,2012
Dogos,0,53.0,62.0,2016
Dogs of War,0,59.55,0.0,2000
Doki Doki Literature Club!,0,78.0,86.0,2017
Doki-Doki Universe,0,71.0,63.0,2013
Dokuro,0,77.17,0.0,2012
Dollar Dash,0,49.0,45.0,2013
Domina,0,73.0,68.0,2017
Domination,0,69.21,50.0,2005
Dominions 3: The Awakening,0,82.0,81.0,2006
Dominions II: The Ascension Wars,0,76.0,79.0,2003
Dominique Pamplemousse in It's All Over Once The Fat Lady Sings!,0,62.0,8.0,2014
Don Bluth Presents: Dragon's Lair HD,0,50.0,45.0,2006
Don Bradman Cricket,0,76.0,75.0,2016
Don Bradman Cricket 14,0,73.0,70.0,2014
Don Bradman Cricket 17,0,83.0,74.0,2016
Don King Presents: Prizefighter,0,56.0,64.0,2008
"Don't Die, Mr. Robot!",0,71.0,32.0,2016
Don't Starve,0,79.0,83.0,2013
Don't Starve Together,0,83.0,81.0,2016
Don't Starve: Console Edition,0,78.0,71.0,2014
Don't Starve: Shipwrecked,0,77.0,80.0,2016
Don't open the doors!,0,68.0,85.0,2016
Donkey Kong 64,1,86.73,0.0,1999
Donkey Kong Country,1,78.61,0.0,2003
Donkey Kong Country 2,1,81.14,0.0,2004
Donkey Kong Country 3,1,75.08,0.0,2005
Donkey Kong Country Returns,1,87.87,0.0,2010
Donkey Kong Country Returns 3D,1,83.51,0.0,2013
Donkey Kong Country: Tropical Freeze,1,84.46,0.0,2014
Donkey Kong Jungle Beat,1,81.74,0.0,2005
Donkey Kong: Barrel Blast,1,43.94,0.0,2007
Donkey Konga,1,77.67,0.0,2004
Donkey Konga 2,1,71.38,0.0,2005
Doodle Jump for Kinect,0,49.0,58.0,2013
Doom,1,79.87,83.0,2006
Doom 3,1,87.63,76.0,2004
Doom 3 BFG Edition,0,67.0,53.0,2012
Doom 3: Resurrection of Evil,1,79.52,63.0,2005
Doom II,0,77.0,89.0,1994
Door Kickers,0,83.0,79.0,2014
Doorways: The Underworld,0,50.0,53.0,2014
Doritos Crash Course,1,74.0,67.0,2010
Dota 2,0,90.0,65.0,2013
Double D Dodgeball,0,36.0,70.0,2008
Double Dragon,0,57.0,64.0,2007
Double Dragon II: Wander of the Dragons,0,17.0,15.0,2013
Double Dragon IV,0,49.0,66.0,2017
Double Dragon: Neon,0,66.0,71.0,2012
Double Fine Happy Action Theater,1,80.0,62.0,2012
Downfall,0,75.0,80.0,2016
Downforce,0,71.99,0.0,2002
Downhill Domination,0,79.24,0.0,2003
Downwell,0,81.0,63.0,2015
Dr. Luigi,1,66.17,0.0,2013
Dr. Muto,0,72.46,0.0,2002
Draconus: Cult of the Wyrm,0,73.35,0.0,2000
Dracula 3: The Path of the Dragon,0,65.0,72.0,2008
Dracula 4: Shadow of the Dragon,0,32.0,38.0,2013
Dracula: Origin,0,70.0,65.0,2008
Dracula: The Last Sanctuary,0,68.0,68.0,2001
Dracula: The Resurrection,0,67.0,67.0,2000
Draglade,0,70.57,0.0,2007
Dragon Age II,1,79.0,45.0,2011
Dragon Age II: Legacy,1,64.0,42.0,2011
Dragon Age II: Mark of the Assassin,1,76.0,53.0,2011
Dragon Age: Inquisition,1,85.0,59.0,2014
Dragon Age: Inquisition - Jaws Of Hakkon,1,74.0,56.0,2015
Dragon Age: Inquisition - The Descent,0,63.0,57.0,2015
Dragon Age: Inquisition - Trespasser,0,77.0,76.0,2015
Dragon Age: Origins,1,86.0,87.0,2009
Dragon Age: Origins - Awakening,1,82.0,78.0,2010
Dragon Age: Origins - Darkspawn Chronicles,1,56.0,52.0,2010
Dragon Age: Origins - Golems of Amgarrak,1,57.0,56.0,2010
Dragon Age: Origins - Leliana's Song,1,67.0,61.0,2010
Dragon Age: Origins - Return to Ostagar,1,54.0,72.0,2010
Dragon Age: Origins - Witch Hunt,1,56.0,54.0,2010
Dragon Ball FighterZ,1,87.0,80.0,2018
Dragon Ball Z Budokai HD Collection,1,63.0,74.0,2012
Dragon Ball Z for Kinect,1,49.0,21.0,2012
Dragon Ball Z: Battle of Z,1,54.0,54.0,2014
Dragon Ball Z: Budokai,1,68.83,0.0,2002
Dragon Ball Z: Budokai 2,1,69.38,0.0,2003
Dragon Ball Z: Budokai 3,0,76.32,0.0,2004
Dragon Ball Z: Budokai Tenkaichi,0,71.78,0.0,2005
Dragon Ball Z: Budokai Tenkaichi 2,1,72.91,0.0,2006
Dragon Ball Z: Budokai Tenkaichi 3,0,73.48,0.0,2007
Dragon Ball Z: Burst Limit,1,72.0,72.0,2008
Dragon Ball Z: Buu's Fury,0,69.24,0.0,2004
Dragon Ball Z: Extreme Butoden,1,59.05,0.0,2015
Dragon Ball Z: Shin Budokai - Another Road,0,64.38,0.0,2007
Dragon Ball Z: Supersonic Warriors,1,73.47,0.0,2004
Dragon Ball Z: Taiketsu,1,37.4,0.0,2003
Dragon Ball Z: The Legacy of Goku,0,51.98,0.0,2002
Dragon Ball Z: The Legacy of Goku II,0,76.04,0.0,2003
Dragon Ball Z: Ultimate Tenkaichi,1,58.0,54.0,2011
Dragon Ball: Raging Blast,1,56.0,73.0,2009
Dragon Ball: Raging Blast 2,1,57.0,76.0,2010
Dragon Ball: Revenge of King Piccolo,1,65.91,0.0,2009
Dragon Ball: Xenoverse,1,69.0,78.0,2015
Dragon Ball: Xenoverse 2,1,72.0,77.0,2016
Dragon Blade: Wrath of Fire,0,54.9,0.0,2007
Dragon Fantasy Book II,0,55.0,58.0,2013
Dragon Quest Builders,1,83.0,81.0,2016
Dragon Quest Heroes II,1,76.0,75.0,2017
Dragon Quest Heroes: Rocket Slime,1,82.36,0.0,2006
Dragon Quest Heroes: The World Tree's Woe and the Blight Below,1,77.0,77.0,2015
Dragon Quest IV: Chapters of the Chosen,1,79.88,0.0,2008
Dragon Quest IX: Sentinels of the Starry Skies,1,87.98,0.0,2010
Dragon Quest Monsters: Joker,1,76.52,0.0,2007
Dragon Quest Monsters: Joker 2,1,79.95,0.0,2011
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,1,66.93,0.0,2008
Dragon Quest V: Hand of the Heavenly Bride,1,84.79,0.0,2009
Dragon Quest VI: Realms of Revelation,1,80.0,0.0,2011
Dragon Quest VII: Fragments of the Forgotten Past,1,82.43,0.0,2016
Dragon Quest VIII: Journey of the Cursed King,1,90.05,0.0,2017
Dragon Saga,0,65.0,85.0,2009
Dragon Warrior VII,0,80.54,0.0,2001
Dragon's Crown,0,82.0,84.0,2013
Dragon's Dogma,0,75.0,83.0,2012
Dragon's Dogma: Dark Arisen,0,81.0,82.0,2016
Dragon's Lair,0,41.0,55.0,2012
Dragon's Lair 3,0,23.0,36.0,2004
Dragon's Lair 3D: Return to the Lair,1,66.82,0.0,2002
Dragon's Prophet,1,63.0,59.0,2013
Dragoneer's Aria,0,58.2,0.0,2007
Dragonriders: Chronicles of Pern,0,44.0,58.0,2001
Dragons and Titans,0,43.0,79.0,2014
Dragonshard,0,80.0,74.0,2005
Drakan: Order of the Flame,0,81.0,0.0,1999
Drakan: The Ancients' Gates,0,79.3,0.0,2002
Drakengard,0,65.1,0.0,2004
Drakengard 2,1,62.7,0.0,2006
Drakengard 3,1,61.0,79.0,2014
Drakensang: The Dark Eye,0,75.0,85.0,2009
Drawn to Death,0,56.0,60.0,2017
Drawn to Life,0,72.0,0.0,2007
Drawn to Life: The Next Chapter,0,61.25,0.0,2009
Drawn: Dark Flight,0,75.0,78.0,2010
DreadOut,0,55.0,64.0,2014
Dreadnought,0,75.0,45.0,2017
Dream,0,59.0,61.0,2015
Dream Daddy: A Dad Dating Simulator,0,72.0,78.0,2017
DreamWorks Kung Fu Panda,1,75.0,74.0,2008
DreamWorks Kung Fu Panda 2,0,50.0,35.0,2011
DreamWorks Madagascar,1,69.83,0.0,2005
DreamWorks Puss in Boots,0,70.0,70.0,2011
DreamWorks Shark Tale,1,68.18,0.0,2004
DreamWorks Shrek Forever After,1,62.0,68.0,2010
DreamWorks Shrek SuperSlam,1,68.81,72.0,2005
DreamWorks Shrek the Third,1,56.04,62.0,2007
DreamWorks Voltron VR Chronicles,0,67.0,34.0,2017
Dreamcast Collection,0,53.0,50.0,2011
Dreamfall Chapters,0,66.0,79.0,2016
Dreamfall Chapters Book One: Reborn,0,72.0,81.0,2014
Dreamfall Chapters Book Two: Rebels,0,71.0,82.0,2015
Dreamfall: The Longest Journey,0,77.48,85.0,2006
Dreamkiller,0,47.0,53.0,2009
Dreamlords,0,46.0,80.0,2007
Driftmoon,0,73.0,73.0,2012
Drill Dozer,1,81.49,0.0,2006
Drive!Drive!Drive!,0,59.0,50.0,2016
Driveclub,0,71.0,62.0,2014
Driveclub Bikes,0,79.0,76.0,2015
Driveclub VR,0,66.0,69.0,2016
Driver,0,87.57,0.0,1999
Driver '76,1,59.89,0.0,2007
Driver 2,0,69.2,0.0,2000
Driver: Parallel Lines,1,69.99,62.0,2007
Driver: San Francisco,1,80.0,71.0,2011
Driving Emotion Type-S,1,62.02,0.0,2001
Drome Racers,1,65.0,56.0,2002
Droplitz,0,74.1,69.0,2009
Dropship: United Peace Force,0,75.95,0.0,2002
Dropsy,0,80.0,74.0,2015
Drox Operative,0,74.0,74.0,2012
Drug Wars (2009),0,35.0,49.0,2009
Drunken Robot Pornography,0,66.0,67.0,2013
Druuna: Morbus Gravis,0,27.0,44.0,2001
Dual Hearts,0,71.44,0.0,2002
Ducati World Championship,0,35.0,35.0,2007
Duck Game,0,82.0,85.0,2015
Duelyst,0,82.0,77.0,2016
Duke Nukem 3D,0,80.0,88.0,1996
Duke Nukem 3D: 20th Anniversary World Tour,0,77.0,70.0,2016
Duke Nukem 3D: Megaton Edition,0,70.0,70.0,2015
Duke Nukem Advance,1,81.07,0.0,2002
Duke Nukem Forever,0,49.0,58.0,2011
Duke Nukem Forever: The Doctor Who Cloned Me,0,58.0,71.0,2011
Duke Nukem: Manhattan Project,1,77.46,78.0,2002
Dune 2000,0,57.57,0.0,1998
Dungelot: Shattered Lands,0,78.0,68.0,2016
Dungeon Defenders,0,77.0,73.0,2011
Dungeon Fighter Live: Fall of Hendon Myre,1,53.0,75.0,2012
Dungeon Fighter Online,0,78.0,85.0,2009
Dungeon Hearts,0,73.0,64.0,2013
Dungeon Hunter: Alliance,1,49.2,72.0,2011
Dungeon Keeper 2,1,82.01,0.0,1999
Dungeon Lords,0,48.51,51.0,2005
Dungeon Maker: Hunting Ground,0,72.45,0.0,2007
Dungeon Punks,0,71.0,68.0,2016
Dungeon Runners,0,74.0,58.0,2008
Dungeon Siege,1,85.76,79.0,2002
Dungeon Siege II,1,80.84,79.0,2005
Dungeon Siege II: Broken World,1,62.0,67.0,2006
Dungeon Siege III,1,72.0,47.0,2011
Dungeon Siege III: Treasures of the Sun,1,81.0,62.0,2011
Dungeon Siege: Legends of Aranna,1,75.29,77.0,2003
Dungeon Siege: Throne of Agony,1,74.72,0.0,2006
Dungeon Souls,0,67.0,50.0,2016
Dungeon Twister,0,49.0,43.0,2012
Dungeon of the Endless,0,79.0,79.0,2014
Dungeonland,0,67.0,75.0,2013
Dungeons,0,65.0,46.0,2011
Dungeons & Dragons Heroes,0,74.31,0.0,2003
Dungeons & Dragons Online: Stormreach,0,74.0,70.0,2006
Dungeons & Dragons Tactics,0,59.39,0.0,2007
Dungeons & Dragons: Chronicles of Mystara,0,77.0,68.0,2013
Dungeons & Dragons: Daggerdale,0,46.0,50.0,2011
Dungeons 2,0,70.0,73.0,2015
Dungeons 3,0,75.0,79.0,2017
Dungeons of Dredmor,0,79.0,78.0,2011
Dungeons: The Dark Lord,0,72.0,57.0,2011
Duskers,0,83.0,71.0,2016
Dust 514,0,59.0,61.0,2013
Dust: An Elysian Tail,1,83.0,85.0,2013
Dustforce,0,79.0,79.0,2012
Dusty Revenge,0,64.0,67.0,2014
Dyad,0,82.0,60.0,2012
Dying Light,1,74.0,79.0,2015
Dying Light: The Following,1,79.0,80.0,2016
Dying Light: The Following - Enhanced Edition,1,87.0,81.0,2016
Dying: Reborn,0,38.0,62.0,2017
Dynamite Cop!,0,57.57,0.0,1999
Dynasty Tactics,0,77.64,0.0,2002
Dynasty Tactics 2,0,75.81,0.0,2003
Dynasty Warriors,0,63.8,0.0,2005
Dynasty Warriors 2,0,71.88,0.0,2000
Dynasty Warriors 3,0,77.33,0.0,2002
Dynasty Warriors 3: Xtreme Legends,0,71.34,0.0,2003
Dynasty Warriors 4,0,78.7,0.0,2003
Dynasty Warriors 4 Hyper,0,65.0,82.0,2005
Dynasty Warriors 4: Empires,0,70.94,0.0,2004
Dynasty Warriors 4: Xtreme Legends,0,69.73,0.0,2003
Dynasty Warriors 5,0,70.18,0.0,2005
Dynasty Warriors 5 Empires,0,61.72,82.0,2006
Dynasty Warriors 5: Xtreme Legends,0,59.66,0.0,2005
Dynasty Warriors 6,0,60.0,72.0,2008
Dynasty Warriors 6 Empires,0,59.0,73.0,2009
Dynasty Warriors 7,0,57.0,73.0,2011
Dynasty Warriors 7 Empires,0,63.0,80.0,2013
Dynasty Warriors 7: Xtreme Legends,0,64.0,77.0,2011
Dynasty Warriors 8,0,68.0,84.0,2013
Dynasty Warriors 8 Empires,0,63.0,72.0,2015
Dynasty Warriors 8: Xtreme Legends,0,68.0,70.0,2014
Dynasty Warriors 8: Xtreme Legends Complete Edition,0,69.0,73.0,2014
Dynasty Warriors 9,0,65.0,40.0,2018
Dynasty Warriors Advance,0,54.83,0.0,2005
Dynasty Warriors Next,0,68.31,0.0,2012
Dynasty Warriors Vol. 2,0,59.93,0.0,2006
Dynasty Warriors: Godseekers,0,70.0,66.0,2017
Dynasty Warriors: Gundam,1,57.85,64.0,2007
Dynasty Warriors: Gundam 2,1,49.0,70.0,2009
Dynasty Warriors: Gundam 3,1,65.0,75.0,2011
Dynasty Warriors: Gundam Reborn,1,64.0,75.0,2014
Dynasty Warriors: Strikeforce,0,64.0,69.0,2010
Dyscourse,0,71.0,45.0,2015
E.T. Armies,0,54.0,68.0,2016
E.Y.E: Divine Cybermancy,0,61.0,69.0,2011
EA Playground,1,66.97,0.0,2007
EA Replay,1,54.76,0.0,2006
EA Sports Active,1,83.25,0.0,2009
EA Sports Active 2,1,68.0,54.0,2010
EA Sports MMA,1,79.0,80.0,2010
EA Sports UFC,1,70.0,61.0,2014
EA Sports UFC 2,1,76.0,58.0,2016
EA Sports UFC 3,1,75.0,35.0,2018
ECHO,0,79.0,78.0,2017
ECHO (2017),0,72.0,72.0,2017
EOE: Eve of Extinction,0,57.86,0.0,2002
ER (2005),0,61.48,0.0,2005
ESPN International Track & Field,1,70.78,0.0,2000
ESPN International Winter Sports 2002,1,65.51,0.0,2002
ESPN Major League Baseball,0,78.0,0.0,2004
