game,AAA,critics,user,year
The Swindle,0,70.0,57.0,2015
The Talos Principle,0,85.0,85.0,2014
The Talos Principle: Road To Gehenna,0,82.0,77.0,2015
The Technomancer,0,60.0,67.0,2016
The Temple of Elemental Evil,0,70.88,77.0,2003
The Terminator: Dawn of Fate,0,55.51,0.0,2002
The Testament of Sherlock Holmes,0,64.0,81.0,2012
The Thing,1,80.27,77.0,2002
The Tiny Bang Story,0,63.0,74.0,2011
The Tomb Raider Trilogy,1,78.0,81.0,2011
The Tomorrow Children,1,54.0,56.0,2016
The Town of Light,0,67.0,71.0,2016
The Turing Test,1,74.0,67.0,2016
The Typing of the Dead,0,75.0,77.0,2001
The Typing of the Dead: Overkill,0,71.0,77.0,2013
The UnderGarden,0,73.36,78.0,2011
The Unfinished Swan,0,79.0,74.0,2014
The Urbz: Sims in the City,1,67.12,0.0,2004
The Vanishing of Ethan Carter,0,82.0,81.0,2014
The Void,0,77.0,84.0,2009
The Walking Dead: 400 Days,0,78.0,76.0,2013
The Walking Dead: A Telltale Games Series,0,89.0,87.0,2012
The Walking Dead: Episode 1 - A New Day,0,82.0,84.0,2012
The Walking Dead: Episode 2 - Starved for Help,0,84.0,86.0,2012
The Walking Dead: Episode 3 - Long Road Ahead,0,85.0,84.0,2012
The Walking Dead: Episode 4 - Around Every Corner,0,80.0,85.0,2012
The Walking Dead: Episode 5 - No Time Left,0,89.0,89.0,2012
The Walking Dead: Michonne - A Telltale Miniseries,0,67.0,63.0,2016
The Walking Dead: Michonne - Episode 1: In Too Deep,0,69.0,57.0,2016
The Walking Dead: Michonne - Episode 2: Give No Shelter,0,66.0,61.0,2016
The Walking Dead: Michonne - Episode 3: What We Deserve,0,71.0,72.0,2016
The Walking Dead: Season Two - A Telltale Games Series,0,80.0,83.0,2013
The Walking Dead: Season Two Episode 1 - All That Remains,0,78.0,85.0,2013
The Walking Dead: Season Two Episode 2 - A House Divided,0,81.0,85.0,2014
The Walking Dead: Season Two Episode 3 - In Harm's Way,0,81.0,83.0,2014
The Walking Dead: Season Two Episode 4 - Amid the Ruins,0,78.0,80.0,2014
The Walking Dead: Season Two Episode 5 - No Going Back,0,78.0,85.0,2014
The Walking Dead: Survival Instinct,1,32.0,40.0,2013
The Walking Dead: The Telltale Series - A New Frontier,1,69.0,62.0,2016
The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,0,81.0,71.0,2016
The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,0,80.0,73.0,2016
The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law,0,74.0,63.0,2017
The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water,0,71.0,57.0,2017
The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows,0,74.0,64.0,2017
The War of the Worlds,0,55.0,51.0,2011
The Wardrobe,0,72.0,71.0,2017
The Warlock of Firetop Mountain,0,70.0,78.0,2016
The Warriors,1,83.29,0.0,2005
The Warriors: Street Brawl,0,40.0,64.0,2009
The Way,0,67.0,72.0,2016
The Weaponographist,0,58.0,69.0,2015
The Westport Independent,0,63.0,58.0,2016
The Wheel of Time (1999),0,80.09,0.0,1999
The Whispered World,0,70.0,76.0,2010
The Witch and the Hundred Knight,0,53.0,75.0,2014
The Witch and the Hundred Knight 2,0,58.0,77.0,2018
The Witch and the Hundred Knight: Revival Edition,0,63.0,71.0,2016
The Witcher,0,81.57,88.0,2007
The Witcher 2: Assassins of Kings,1,88.0,85.0,2011
The Witcher 3: Wild Hunt,1,92.0,93.0,2015
The Witcher 3: Wild Hunt - Blood and Wine,1,92.0,92.0,2016
The Witcher 3: Wild Hunt - Hearts of Stone,1,89.0,90.0,2015
The Witcher Adventure Game,0,68.0,57.0,2014
The Witcher: Enhanced Edition,0,86.0,85.0,2008
The Witness,0,87.0,71.0,2016
The Wolf Among Us,0,80.0,88.0,2013
The Wolf Among Us: Episode 1 - Faith,0,85.0,90.0,2013
The Wolf Among Us: Episode 2 - Smoke and Mirrors,0,76.0,83.0,2014
The Wolf Among Us: Episode 3 - A Crooked Mile,0,82.0,86.0,2014
The Wolf Among Us: Episode 4 - In Sheep's Clothing,0,75.0,82.0,2014
The Wolf Among Us: Episode 5 - Cry Wolf,0,84.0,88.0,2014
The Wonderful 101,1,78.02,0.0,2013
The Wonderful End of the World,0,69.0,67.0,2008
The World Ends with You,1,87.99,0.0,2008
The X-Files Game,0,56.0,79.0,1998
The X-Files: Resist or Serve,0,66.29,0.0,2004
The Yawhg,0,66.0,79.0,2013
Thea: The Awakening,0,73.0,86.0,2015
Theatre of War,0,66.0,62.0,2007
Theatre of War 2: Africa 1943,0,63.0,67.0,2009
Theatre of War 3: Korea,0,49.0,55.0,2011
Theatrhythm Final Fantasy,1,79.89,0.0,2012
Theatrhythm Final Fantasy: Curtain Call,1,83.87,0.0,2014
Theme Park,1,72.85,0.0,2007
Theme Park Roller Coaster,1,81.91,0.0,2000
There Came an Echo,0,58.0,57.0,2015
Theseus,0,56.0,64.0,2017
They Bleed Pixels,0,74.0,75.0,2012
Thief,1,67.0,59.0,2014
Thief II: The Metal Age,0,89.14,90.0,2000
Thief: Deadly Shadows,0,81.51,83.0,2004
Thief: The Dark Project,0,89.41,90.0,1998
Thimbleweed Park,0,84.0,81.0,2017
Things on Wheels,0,41.0,60.0,2010
Thirty Flights of Loving,0,88.0,50.0,2012
This Is the Police,0,66.0,77.0,2016
This War of Mine,0,83.0,84.0,2014
This War of Mine: The Little Ones,0,78.0,73.0,2016
Thomas Was Alone,0,79.76,81.0,2012
Thor: God of Thunder,0,38.0,57.0,2011
Thousand Arms,0,77.17,0.0,1999
Threads of Fate,0,76.24,0.0,2000
Three Fourths Home,0,77.0,56.0,2015
Three Fourths Home: Extended Edition,0,64.0,31.0,2015
Thrillville,0,69.64,0.0,2006
Thrillville: Off the Rails,0,73.0,33.0,2007
Throne of Darkness,0,70.83,85.0,2001
Through the Woods,0,63.0,54.0,2016
Thumper,0,84.0,70.0,2016
Thunder Wolves,0,69.0,71.0,2013
Thunderstrike: Operation Phoenix,0,71.29,0.0,2001
TiQal,1,58.0,73.0,2008
Ticket to Ride,1,70.0,78.0,2008
Tidalis,0,75.0,75.0,2010
Tiger Woods PGA Tour,1,78.08,0.0,2005
Tiger Woods PGA Tour 06,1,70.52,81.0,2005
Tiger Woods PGA Tour 07,1,81.25,50.0,2006
Tiger Woods PGA Tour 08,1,80.44,78.0,2007
Tiger Woods PGA Tour 09,1,84.0,77.0,2008
Tiger Woods PGA Tour 10,1,80.0,69.0,2009
Tiger Woods PGA Tour 11,1,79.0,78.0,2010
Tiger Woods PGA Tour 12: The Masters,1,80.0,60.0,2011
Tiger Woods PGA Tour 13,1,77.0,56.0,2012
Tiger Woods PGA Tour 14,1,77.0,62.0,2013
Tiger Woods PGA Tour 2001,1,73.54,0.0,2001
Tiger Woods PGA Tour 2002,1,83.95,50.0,2002
Tiger Woods PGA Tour 2003,1,88.28,50.0,2002
Tiger Woods PGA Tour 2004,1,87.23,80.0,2003
Tiger Woods PGA Tour 2005,1,87.08,47.0,2004
Tiger Woods PGA Tour Online,1,71.0,48.0,2010
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,0,64.95,0.0,2005
Time Ace,1,53.78,0.0,2007
Time Commando,1,80.0,88.0,1996
Time Crisis 3,1,81.21,0.0,2003
Time Crisis 4,1,60.7,74.0,2007
Time Crisis II,1,79.68,0.0,2001
Time Crisis: Crisis Zone,1,67.44,0.0,2004
Time Crisis: Project Titan,1,68.97,0.0,2001
Time Crisis: Razing Storm,1,58.0,59.0,2010
"Time Gentlemen, Please!",0,84.0,76.0,2009
Time Hollow,1,69.92,0.0,2008
Time Machine VR,0,58.0,81.0,2016
Time Stalkers,0,51.98,0.0,1999
Time and Eternity,1,42.0,50.0,2013
Time of Defiance,0,74.92,68.0,2004
TimeShift,0,70.63,76.0,2007
TimeSplitters,0,84.44,0.0,2000
TimeSplitters 2,0,91.67,0.0,2002
TimeSplitters: Future Perfect,1,84.5,0.0,2005
Timeline,0,41.0,58.0,2000
Tin Soldiers: Julius Caesar,0,74.0,84.0,2005
Tiny & Big: Grandpa's Leftovers,0,75.0,74.0,2012
Tiny Brains,0,64.0,68.0,2013
Tiny Metal,0,69.0,38.0,2017
Tiny Trax,0,72.0,46.0,2017
Tiny Troopers,0,57.0,57.0,2012
Tiny Troopers: Joint Ops,0,62.0,50.0,2014
Titan Attacks!,0,74.0,62.0,2014
Titan Quest,0,79.88,81.0,2006
Titan Quest: Immortal Throne,0,81.04,85.0,2007
Titan Quest: Ragnarok,0,71.0,74.0,2017
Titan Souls,0,74.0,56.0,2015
Titanfall,1,86.0,67.0,2014
Titanfall 2,1,89.0,84.0,2016
Titanfall: Expedition,1,73.0,47.0,2014
Titanfall: Frontier's Edge,1,75.0,59.0,2014
Title Bout Championship Boxing,0,79.0,75.0,2003
To End All Wars,0,71.0,75.0,2014
To the Moon,0,81.0,90.0,2011
Tobe's Vertical Adventure,0,75.0,72.0,2011
Toby: The Secret Mine,0,62.0,54.0,2017
ToeJam & Earl III: Mission to Earth,0,70.43,0.0,2002
Toki Tori,0,80.0,78.0,2010
Toki Tori 2 +,0,76.0,76.0,2013
Tokobot,0,70.79,0.0,2005
Tokobot Plus: Mysteries of the Karakuri,0,66.81,0.0,2006
Tokyo 42,0,70.0,76.0,2017
Tokyo Beat Down,0,57.85,0.0,2009
Tokyo Dark,1,70.0,62.0,2017
Tokyo Jungle,0,74.0,84.0,2012
Tokyo Mirage Sessions #FE,1,82.59,0.0,2016
Tokyo Twilight Ghost Hunters,0,64.0,64.0,2015
Tokyo Xanadu eX+,0,75.0,76.0,2017
Tokyo Xtreme Racer,0,72.26,0.0,1999
Tokyo Xtreme Racer 2,0,81.0,0.0,2000
Tokyo Xtreme Racer 3,0,64.64,0.0,2003
Tokyo Xtreme Racer Zero,0,78.48,0.0,2001
Tom Clancy's EndWar,1,77.0,72.0,2008
Tom Clancy's Ghost Recon,1,85.35,82.0,2001
Tom Clancy's Ghost Recon 2,1,82.67,0.0,2004
Tom Clancy's Ghost Recon 2: Summit Strike,1,83.49,0.0,2005
Tom Clancy's Ghost Recon Advanced Warfighter,1,90.47,79.0,2006
Tom Clancy's Ghost Recon Advanced Warfighter 2,1,86.46,80.0,2007
Tom Clancy's Ghost Recon Phantoms,1,70.0,65.0,2012
Tom Clancy's Ghost Recon: Desert Siege,1,82.0,80.0,2002
Tom Clancy's Ghost Recon: Future Soldier,1,79.0,51.0,2012
Tom Clancy's Ghost Recon: Island Thunder,1,81.65,83.0,2002
Tom Clancy's Ghost Recon: Jungle Storm,1,70.36,0.0,2004
Tom Clancy's Ghost Recon: Shadow Wars,1,78.88,0.0,2011
Tom Clancy's Ghost Recon: Wildlands,1,70.0,61.0,2017
Tom Clancy's HAWX,1,73.0,73.0,2009
Tom Clancy's HAWX 2,1,68.0,38.0,2010
Tom Clancy's Rainbow Six,0,72.28,84.0,1998
Tom Clancy's Rainbow Six 3,1,88.06,0.0,2004
Tom Clancy's Rainbow Six 3: Athena Sword,1,72.0,74.0,2004
Tom Clancy's Rainbow Six 3: Black Arrow,1,84.69,0.0,2004
Tom Clancy's Rainbow Six 3: Raven Shield,1,85.64,88.0,2003
Tom Clancy's Rainbow Six Rogue Spear: Black Thorn,1,67.0,54.0,2001
Tom Clancy's Rainbow Six Siege,1,73.0,71.0,2015
Tom Clancy's Rainbow Six Vegas,1,89.39,83.0,2006
Tom Clancy's Rainbow Six Vegas 2,1,82.77,78.0,2008
Tom Clancy's Rainbow Six: Covert Ops Essentials,0,62.0,70.0,2000
Tom Clancy's Rainbow Six: Lockdown,1,72.83,63.0,2006
Tom Clancy's Rainbow Six: Rogue Spear,0,85.97,0.0,1999
Tom Clancy's Rainbow Six: Vegas,1,85.0,77.0,2006
Tom Clancy's Rainbow Six: Vegas 2,1,78.0,73.0,2008
Tom Clancy's Splinter Cell,1,92.49,85.0,2003
Tom Clancy's Splinter Cell 3D,1,53.74,0.0,2011
Tom Clancy's Splinter Cell Classic Trilogy HD,1,67.0,69.0,2011
Tom Clancy's Splinter Cell Double Agent,1,85.12,81.0,2006
Tom Clancy's Splinter Cell Essentials,1,58.22,0.0,2006
Tom Clancy's Splinter Cell Pandora Tomorrow,1,92.37,0.0,2004
Tom Clancy's Splinter Cell: Blacklist,1,82.0,75.0,2013
Tom Clancy's Splinter Cell: Chaos Theory,1,94.02,87.0,2005
Tom Clancy's Splinter Cell: Conviction,1,85.0,53.0,2010
Tom Clancy's Splinter Cell: Conviction - Deniable Ops Insurgency Pack,1,85.0,68.0,2010
Tom Clancy's Splinter Cell: Double Agent,1,80.0,58.0,2006
Tom Clancy's Splinter Cell: Pandora Tomorrow,1,80.4,80.0,2004
Tom Clancy's The Division,1,80.0,70.0,2016
Tom Clancy's The Division - Underground,1,69.0,56.0,2016
Tomb Raider,1,86.0,85.0,2013
Tomb Raider Chronicles,0,70.59,0.0,2000
Tomb Raider Underworld: Beneath the Ashes,0,60.0,75.0,2009
Tomb Raider Underworld: Lara's Shadow,0,66.0,81.0,2009
Tomb Raider: Anniversary,0,81.15,80.0,2007
Tomb Raider: Chronicles,0,57.0,72.0,2000
Tomb Raider: Definitive Edition,1,85.0,81.0,2014
Tomb Raider: Legend,0,80.78,79.0,2006
Tomb Raider: The Last Revelation,0,75.07,0.0,2000
Tomb Raider: Underworld,0,76.0,77.0,2008
Tomba! 2: The Evil Swine Return,0,82.99,0.0,1999
Tomodachi Life,1,72.36,0.0,2014
Tony Hawk Ride,1,46.0,30.0,2009
Tony Hawk's American Sk8land,1,84.46,0.0,2005
Tony Hawk's American Wasteland,1,78.05,77.0,2006
Tony Hawk's Downhill Jam,1,68.77,0.0,2006
Tony Hawk's Pro Skater,0,93.67,0.0,1999
Tony Hawk's Pro Skater 2,1,94.75,85.0,2000
Tony Hawk's Pro Skater 2x,1,83.17,0.0,2001
Tony Hawk's Pro Skater 3,1,93.43,84.0,2002
Tony Hawk's Pro Skater 4,1,88.79,84.0,2003
Tony Hawk's Pro Skater 5,1,32.0,15.0,2015
Tony Hawk's Pro Skater HD,1,66.0,56.0,2012
Tony Hawk's Project 8,1,81.32,76.0,2006
Tony Hawk's Proving Ground,1,72.38,55.0,2007
Tony Hawk's Underground,1,90.58,0.0,2003
Tony Hawk's Underground 2,1,83.94,80.0,2004
Tony Hawk's Underground 2 Remix,1,82.9,0.0,2005
Tony Hawk: Shred,1,53.0,66.0,2010
Tony Tough and the Night of Roasted Moths,0,68.0,60.0,2002
Too Human,1,65.0,70.0,2008
Tooth and Tail,0,80.0,78.0,2017
Top Gun,0,49.0,44.0,2010
Top Gun: Combat Zones,0,62.21,0.0,2001
Top Gun: Hard Lock,0,54.0,35.0,2012
Top Spin,1,88.05,0.0,2003
Top Spin 2,0,76.05,68.0,2006
Top Spin 3,0,78.44,77.0,2008
Top Spin 4,0,84.0,82.0,2011
Topatoi: Spinning Through The Worlds,0,55.0,48.0,2009
Torchlight,1,81.0,80.0,2009
Torchlight II,0,88.0,86.0,2012
Toren,0,56.0,59.0,2015
Torino 2006 - The Official Video Game of the XX Olympic Winter Games,0,44.68,57.0,2006
Torment: Tides of Numenera,0,81.0,70.0,2017
Tormentum - Dark Sorrow,0,72.0,82.0,2015
Tornado,0,43.97,0.0,2008
Tornado Outbreak,1,69.0,76.0,2009
Torrente,0,36.0,32.0,2004
Tortuga - Two Treasures,0,48.0,27.0,2007
Total Annihilation,0,86.0,89.0,1997
Total Annihilation: Kingdoms,0,71.61,86.0,1999
Total Extreme Wrestling 2004,0,76.0,65.0,2004
Total Immersion Racing,0,66.0,79.0,2002
Total Overdose: A Gunslinger's Tale in Mexico,0,71.15,78.0,2005
Total War Battles: SHOGUN,0,59.0,64.0,2012
Total War: ATTILA - Age of Charlemagne,0,77.0,82.0,2015
Total War: Attila,0,80.0,74.0,2015
Total War: Rome II,0,76.0,42.0,2013
Total War: Rome II - Caesar in Gaul,0,63.0,45.0,2013
Total War: Rome II - Empire Divided,0,62.0,57.0,2017
Total War: Shogun 2,0,90.0,84.0,2011
Total War: Shogun 2 - Fall of the Samurai,0,86.0,85.0,2012
Total War: Shogun 2 - Rise of the Samurai,0,84.0,84.0,2011
Total War: WARHAMMER,0,86.0,74.0,2016
Total War: WARHAMMER - Call of the Beastmen,0,72.0,42.0,2016
Total War: WARHAMMER - Realm of the Wood Elves,0,76.0,58.0,2016
Total War: WARHAMMER II,0,87.0,76.0,2017
Total War: WARHAMMER II - Rise of the Tomb Kings,0,83.0,73.0,2018
Totaled!,0,62.32,0.0,2002
TotemBall,0,44.0,34.0,2006
Touch Detective,0,64.8,0.0,2006
Touch My Katamari,1,70.12,0.0,2012
Touch the Dead,0,60.53,0.0,2007
TouchMaster,0,72.05,0.0,2007
Touhou Double Focus,0,60.0,63.0,2017
Touhou Genso Rondo: Bullet Ballet,0,55.0,51.0,2016
Touhou Genso Wanderer,0,70.0,74.0,2017
Touhou Kobuto V: Burst Battle,0,42.0,33.0,2017
Touhou: Scarlet Curiosity,0,58.0,74.0,2016
Toukiden 2,0,77.0,76.0,2017
Toukiden: Kiwami,0,74.0,75.0,2015
Toukiden: The Age of Demons,0,72.31,0.0,2014
Tour de France 2009,0,44.0,57.0,2009
Tour de France 2014,0,53.0,52.0,2014
Tour de France 2015,0,63.0,48.0,2015
Tour de France 2016,0,61.0,74.0,2016
Tour de France 2017,0,58.0,76.0,2017
Tourist Trophy,0,76.61,0.0,2006
Tournament of Legends,0,49.36,0.0,2010
Tower Bloxx Deluxe,0,62.0,73.0,2009
Tower Wars,0,59.0,66.0,2012
Tower of Guns,0,76.0,61.0,2015
TowerFall Ascension,0,87.0,70.0,2014
Toxic Grind,0,56.79,0.0,2002
Toy Commander,0,79.01,0.0,1999
Toy Home,0,57.0,65.0,2007
Toy Soldiers,1,81.0,85.0,2010
Toy Soldiers: Cold War,1,81.0,87.0,2011
Toy Soldiers: War Chest,1,62.0,74.0,2015
Toy Story 3,1,78.0,78.0,2010
Toy Story Mania!,1,33.0,38.0,2012
Toybox Turbos,0,69.0,63.0,2014
Trace Memory,1,72.44,0.0,2005
Track & Field,1,63.0,78.0,2007
TrackMania,0,74.0,85.0,2004
TrackMania 2 Canyon,1,81.0,77.0,2011
TrackMania 2 Stadium,1,77.0,77.0,2013
TrackMania 2 Valley,1,79.0,81.0,2013
TrackMania DS,0,75.5,0.0,2009
TrackMania Sunrise,0,80.1,86.0,2005
TrackMania United,0,79.79,91.0,2006
Trackmania Turbo,1,81.0,78.0,2016
Trade Empires,0,69.0,86.0,2001
Traffic Giant,0,57.0,85.0,2001
Train Fever,0,67.0,70.0,2014
Train Simulator 2014,0,67.0,48.0,2013
Train Simulator 2015,0,73.0,47.0,2014
Train Valley,0,69.0,81.0,2015
Trainz,0,79.0,72.0,2002
Trainz Railroad Simulator 2004,0,76.0,73.0,2003
Traitor's Gate,0,63.0,68.0,2000
Traitors Gate 2,0,37.0,38.0,2003
TransOcean 2: Rivals,0,69.0,35.0,2016
TransWorld Snowboarding,0,72.82,0.0,2002
TransWorld Surf,0,74.33,0.0,2002
Transcripted,0,78.0,62.0,2012
Transformers,0,77.61,0.0,2004
Transformers: Autobots,1,65.29,0.0,2007
Transformers: Dark of the Moon,1,59.0,66.0,2011
Transformers: Decepticons,1,67.41,0.0,2007
Transformers: Devastation,1,77.0,76.0,2015
Transformers: Fall of Cybertron,1,79.0,84.0,2012
Transformers: Revenge of the Fallen,1,61.0,77.0,2009
Transformers: Rise of the Dark Spark,1,43.0,43.0,2014
Transformers: The Game,1,52.42,56.0,2007
Transformers: War for Cybertron,1,76.0,85.0,2010
Transistor,0,83.0,83.0,2014
Transport Fever,0,71.0,73.0,2016
Trapped Dead,0,50.0,47.0,2011
Trapt,0,60.86,0.0,2005
Trash Panic,0,72.0,68.0,2009
Trauma Center: New Blood,0,76.95,0.0,2007
Trauma Center: Second Opinion,0,80.64,0.0,2006
Trauma Center: Under the Knife,0,80.3,0.0,2005
Trauma Center: Under the Knife 2,0,80.61,0.0,2008
Trauma Team,0,80.67,0.0,2010
Traverser,0,61.0,65.0,2015
Treasure Planet: Battle at Procyon,1,73.0,75.0,2002
Trevor Chan's Restaurant Empire,0,76.0,79.0,2003
Trials 2: Second Edition,0,80.73,0.0,2008
Trials Evolution,1,90.0,80.0,2012
Trials Evolution: Gold Edition,1,85.0,68.0,2013
Trials Evolution: Origin of Pain,1,85.0,84.0,2012
Trials Evolution: The Riders of Doom,1,81.0,62.0,2012
Trials Fusion,1,79.0,71.0,2014
Trials HD,1,86.0,85.0,2009
Trials of the Blood Dragon,1,55.0,62.0,2016
Tribes 2,0,84.85,86.0,2001
Tribes Aerial Assault,0,74.85,0.0,2002
Tribes: Ascend,0,86.0,78.0,2012
Tribes: Vengeance,0,83.0,76.0,2004
Tricky Towers,0,72.0,73.0,2016
Triggerheart Exelica,0,63.0,81.0,2008
Trine,0,80.0,82.0,2009
Trine 2,0,84.0,84.0,2011
Trine 2: Complete Story,0,84.0,77.0,2013
Trine 2: Goblin Menace,0,79.0,82.0,2012
Trine 3: The Artifacts of Power,0,68.0,73.0,2015
Trinity Universe,0,62.0,73.0,2010
Trinity: Souls of Zill O'll,0,55.0,63.0,2011
Trioncube,1,56.96,0.0,2007
Triple Play 2001,1,81.52,0.0,2000
Triple Play 2002,1,61.07,0.0,2002
Triple Play Baseball,1,75.19,80.0,2001
Trivial Pursuit,1,66.0,64.0,2009
Trivial Pursuit Live!,1,63.0,45.0,2015
Troll and I,0,39.0,44.0,2017
Tron,1,42.0,70.0,2008
Tron 2.0,1,84.41,83.0,2003
Tron 2.0: Killer App,0,70.87,0.0,2004
Tropico,0,82.33,83.0,2001
Tropico 2: Pirate Cove,0,77.2,75.0,2003
Tropico 3,0,79.0,82.0,2009
Tropico 3: Absolute Power,0,79.0,76.0,2010
Tropico 4,0,78.0,77.0,2011
Tropico 4: Modern Times,0,78.0,80.0,2012
Tropico 5,0,75.0,70.0,2014
Tropico 5 Penultimate Edition,0,75.0,63.0,2016
Tropico 5: Waterborne,0,60.0,46.0,2014
Tropico: Paradise Island,1,78.0,84.0,2002
Trouble Witches Neo!,0,69.0,70.0,2011
Trove,0,65.0,50.0,2017
True Crime: New York City,1,63.52,66.0,2006
True Crime: Streets of LA,1,77.34,64.0,2004
True Swing Golf,1,72.08,0.0,2006
Truth or Lies,0,28.0,52.0,2010
Tryst,0,50.0,64.0,2012
Tsunami 2265,0,35.0,48.0,2002
Tube Slider,0,66.65,0.0,2003
Tumble,0,74.0,73.0,2010
Tumble VR,0,69.0,71.0,2016
TumbleSeed,0,69.0,50.0,2017
Tumblestone,0,71.0,28.0,2016
Tunnel Rats: 1968,0,30.0,37.0,2009
Turba,0,76.0,76.0,2010
Turmoil,0,73.0,81.0,2016
TurnOn,0,67.0,70.0,2016
Turning Point: Fall of Liberty,0,44.66,68.0,2008
Turok,1,69.0,71.0,2008
Turok 2: Seeds of Evil,0,88.96,0.0,1998
Turok Remastered,0,67.0,73.0,2015
Turok: Evolution,0,70.09,0.0,2002
Twin Sector,0,49.0,60.0,2009
Twisted Metal,0,76.0,78.0,2012
Twisted Metal: Black,0,88.52,0.0,2001
Twisted Metal: Black Online,0,75.31,0.0,2002
Twisted Metal: Head-On,0,78.84,0.0,2005
Twisted Metal: Head-On - Extra Twisted Edition,0,73.16,0.0,2008
Two Brothers,0,57.0,47.0,2013
Two Worlds,0,50.32,67.0,2007
Two Worlds II,0,67.0,65.0,2011
Two Worlds II: Pirates of the Flying Fortress,0,78.0,75.0,2011
TxK,0,84.94,0.0,2014
Ty the Tasmanian Tiger,1,69.16,0.0,2002
Ty the Tasmanian Tiger 2: Bush Rescue,1,68.87,0.0,2004
Tycoon City: New York,0,67.06,83.0,2006
Typoman: Revised,0,67.0,70.0,2016
Tyranny,0,80.0,78.0,2016
Tyranny: Bastard's Wound,0,67.0,71.0,2017
UEFA Champions League 2006-2007,1,73.71,82.0,2007
UEFA EURO 2008,1,80.0,84.0,2008
UEFA EURO 2016,1,72.0,70.0,2016
UEFA Euro 2004: Portugal,1,72.93,65.0,2004
UEFA Euro 2012,1,70.0,29.0,2012
UFC Personal Trainer: The Ultimate Fitness System,0,70.0,65.0,2011
UFC Undisputed 2009,0,83.0,79.0,2009
UFC Undisputed 2010,0,84.0,67.0,2010
UFC Undisputed 3,0,85.0,73.0,2012
UFC: Sudden Impact,0,56.74,0.0,2004
UFC: Tapout 2,0,68.31,0.0,2003
UFO: Afterlight,0,71.0,76.0,2007
UFO: Aftermath,0,71.29,60.0,2003
UFO: Aftershock,0,71.77,77.0,2005
UFO: Extraterrestrials,0,68.0,70.0,2007
UberSoldier,0,61.29,63.0,2006
UberSoldier II,0,62.0,69.0,2008
Ugly Americans: Apocalypsegeddon,0,45.0,62.0,2011
Ultima IX: Ascension,1,63.32,0.0,1999
Ultima Online,1,59.0,86.0,1997
Ultima Online: Age of Shadows,1,74.0,70.0,2003
Ultima Online: Lord Blackthorn's Revenge,1,65.0,54.0,2002
Ultima Online: Samurai Empire,1,62.0,57.0,2004
Ultimate Demolition Derby,0,27.0,83.0,2003
Ultimate Fighting Championship,0,87.8,0.0,2000
Ultimate Fighting Championship: Tapout,0,71.52,0.0,2002
Ultimate Fighting Championship: Throwdown,0,69.57,0.0,2002
Ultimate General: Gettysburg,0,84.0,79.0,2014
Ultimate Ghosts 'n Goblins,0,73.98,0.0,2006
Ultimate Marvel vs. Capcom 3,0,79.0,65.0,2011
Ultimate Mortal Kombat,0,72.96,0.0,2007
Ultimate Mortal Kombat 3,0,70.0,66.0,2006
Ultimate Muscle: Legends vs New Generation,1,78.87,0.0,2003
Ultimate Ride,1,68.0,82.0,2001
Ultimate Ride Coaster Deluxe,1,77.0,59.0,2002
Ultimate Ride: Disney Coaster,1,72.0,70.0,2002
Ultimate Spider-Man,1,75.11,84.0,2005
Ultra Street Fighter II: The Final Challengers,0,66.12,0.0,2017
Ultra Street Fighter IV,0,84.0,60.0,2015
Ultratron,0,74.0,63.0,2015
Um Jammer Lammy,0,82.68,0.0,1999
Umbrella Corps,0,38.0,25.0,2016
Unbox,0,68.0,81.0,2016
Uncanny Valley,0,67.0,66.0,2015
Uncharted 2: Among Thieves,0,96.0,88.0,2009
Uncharted 2: Among Thieves - Siege Expansion Pack,0,81.0,61.0,2010
Uncharted 3: Drake's Deception,0,92.0,84.0,2011
Uncharted 4: A Thief's End,0,93.0,83.0,2016
Uncharted: Drake's Fortune,0,89.67,80.0,2007
Uncharted: Golden Abyss,0,80.66,0.0,2012
Uncharted: The Lost Legacy,1,84.0,81.0,2017
Uncharted: The Nathan Drake Collection,0,86.0,86.0,2015
Uncommon Valor: Campaign for the South Pacific,0,79.0,76.0,2002
Undead Knights,0,61.96,0.0,2009
Under Defeat HD,0,73.0,67.0,2012
Under Night In-Birth Exe:Late,0,80.0,81.0,2015
Under Night In-Birth Exe:Late[st],0,78.0,67.0,2018
Under Siege,0,69.0,76.0,2011
Under the Skin,0,59.1,0.0,2004
Underrail,0,72.0,73.0,2012
Undertale,0,92.0,83.0,2015
Undertow,0,78.62,76.0,2007
Unearthed: Trail of Ibn Battuta,0,11.0,43.0,2013
Unearthing Mars,0,51.0,57.0,2017
Unepic,0,66.0,84.0,2011
Unison: Rebels of Rhythm & Dance,0,67.01,0.0,2001
Unit 13,0,72.41,0.0,2012
Unit 4,0,76.0,72.0,2017
Unity of Command,0,84.0,71.0,2011
Universal Combat,0,54.0,27.0,2004
Universal Combat: A World Apart,0,48.0,38.0,2005
Universe Sandbox,0,83.0,72.0,2011
Universe at War: Earth Assault,0,77.0,85.0,2007
